  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.175   0.000   0.000
   0.025   2.000   0.176   0.000   0.000
   0.050   2.000   0.190   0.000   0.001
   0.075   2.000   0.185   0.001   0.001
   0.100   2.000   0.168   0.001   0.001
   0.125   2.000   0.157   0.001   0.002
   0.150   2.000   0.152   0.001   0.003
   0.175   2.000   0.152   0.002   0.005
   0.200   2.000   0.157   0.004   0.009
   0.225   4.000   0.165   0.009   0.019
   0.250   5.000   0.175   0.015   0.033
   0.275   6.000   0.188   0.022   0.052
   0.300   6.000   0.201   0.029   0.072
   0.325   7.000   0.215   0.035   0.093
   0.350   7.000   0.229   0.040   0.113
   0.375   7.000   0.242   0.044   0.131
   0.400   7.000   0.254   0.047   0.149
   0.425   9.000   0.266   0.048   0.164
   0.450   9.000   0.276   0.048   0.179
   0.475   9.000   0.286   0.047   0.193
   0.500   9.000   0.295   0.046   0.206
   0.525   8.000   0.297   0.042   0.209
   0.550   8.000   0.299   0.038   0.212
   0.575   7.000   0.301   0.034   0.215
   0.600   7.000   0.303   0.031   0.219
   0.625   7.000   0.305   0.028   0.222
   0.650   7.000   0.308   0.024   0.225
   0.675   7.000   0.310   0.022   0.228
   0.700   7.000   0.312   0.019   0.230
   0.725   5.000   0.315   0.016   0.233
   0.750   5.000   0.317   0.014   0.235
   0.775   5.000   0.319   0.012   0.236
   0.800   5.000   0.322   0.010   0.238
   0.825   5.000   0.324   0.009   0.239
   0.850   6.000   0.327   0.007   0.240
   0.875   6.000   0.329   0.006   0.240
   0.900   6.000   0.332   0.005   0.241
   0.925   6.000   0.334   0.004   0.241
   0.950   6.000   0.336   0.003   0.240
   0.975   6.000   0.338   0.003   0.240
   1.000   6.000   0.340   0.002   0.240
