  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.235   0.236   0.471
   0.025  24.000   0.235   0.237   0.473
   0.050  23.000   0.232   0.236   0.470
   0.075  20.000   0.229   0.239   0.472
   0.100  20.000   0.227   0.243   0.476
   0.125  21.000   0.225   0.243   0.476
   0.150  21.000   0.221   0.241   0.471
   0.175  21.000   0.216   0.236   0.461
   0.200  21.000   0.209   0.228   0.446
   0.225  21.000   0.200   0.219   0.427
   0.250  21.000   0.190   0.207   0.405
   0.275  21.000   0.180   0.196   0.382
   0.300  21.000   0.169   0.184   0.360
   0.325  21.000   0.160   0.173   0.339
   0.350  23.000   0.151   0.163   0.320
   0.375  23.000   0.143   0.154   0.302
   0.400  21.000   0.136   0.146   0.287
   0.425  21.000   0.130   0.139   0.273
   0.450  21.000   0.125   0.133   0.262
   0.475  21.000   0.126   0.135   0.264
   0.500  21.000   0.127   0.136   0.267
   0.525  21.000   0.129   0.137   0.270
   0.550  21.000   0.130   0.138   0.272
   0.575  21.000   0.131   0.140   0.274
   0.600  21.000   0.132   0.141   0.276
   0.625  21.000   0.133   0.142   0.278
   0.650  21.000   0.134   0.143   0.280
   0.675  21.000   0.134   0.144   0.282
   0.700  21.000   0.135   0.145   0.284
   0.725  21.000   0.136   0.145   0.285
   0.750  21.000   0.137   0.146   0.287
   0.775  21.000   0.137   0.147   0.288
   0.800  21.000   0.138   0.148   0.289
   0.825  21.000   0.138   0.148   0.291
   0.850  21.000   0.139   0.149   0.292
   0.875  21.000   0.139   0.149   0.293
   0.900  21.000   0.140   0.150   0.294
   0.925  21.000   0.140   0.150   0.295
   0.950  21.000   0.141   0.151   0.295
   0.975  21.000   0.141   0.151   0.296
   1.000  21.000   0.141   0.151   0.297
