  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.139   0.000   0.000
   0.025   2.000   0.127   0.000   0.000
   0.050   2.000   0.125   0.000   0.000
   0.075   2.000   0.133   0.001   0.000
   0.100   2.000   0.151   0.002   0.001
   0.125   2.000   0.169   0.006   0.002
   0.150   3.000   0.160   0.010   0.005
   0.175   3.000   0.149   0.014   0.007
   0.200   4.000   0.145   0.021   0.011
   0.225   6.000   0.148   0.031   0.017
   0.250   6.000   0.156   0.045   0.026
   0.275   6.000   0.167   0.062   0.037
   0.300   6.000   0.180   0.079   0.048
   0.325   6.000   0.193   0.095   0.059
   0.350   6.000   0.205   0.111   0.069
   0.375   6.000   0.216   0.125   0.079
   0.400   6.000   0.227   0.138   0.087
   0.425   7.000   0.236   0.151   0.093
   0.450   7.000   0.244   0.162   0.099
   0.475   7.000   0.250   0.173   0.103
   0.500   7.000   0.249   0.175   0.101
   0.525   7.000   0.247   0.177   0.099
   0.550   7.000   0.246   0.180   0.097
   0.575   6.000   0.244   0.184   0.095
   0.600   6.000   0.243   0.187   0.092
   0.625   6.000   0.241   0.191   0.090
   0.650   6.000   0.239   0.195   0.087
   0.675   6.000   0.237   0.199   0.084
   0.700   6.000   0.235   0.204   0.080
   0.725   6.000   0.233   0.208   0.077
   0.750   5.000   0.231   0.213   0.073
   0.775   5.000   0.229   0.218   0.069
   0.800   5.000   0.227   0.222   0.065
   0.825   5.000   0.225   0.227   0.061
   0.850   6.000   0.224   0.231   0.056
   0.875   6.000   0.222   0.236   0.052
   0.900   6.000   0.220   0.240   0.048
   0.925   6.000   0.218   0.243   0.044
   0.950   6.000   0.217   0.247   0.040
   0.975   6.000   0.215   0.250   0.036
   1.000   6.000   0.214   0.253   0.032
