  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.213   0.198   0.405
   0.025  26.000   0.215   0.199   0.408
   0.050  25.000   0.212   0.199   0.405
   0.075  21.000   0.205   0.196   0.397
   0.100  19.000   0.196   0.190   0.383
   0.125  20.000   0.189   0.184   0.370
   0.150  21.000   0.184   0.180   0.363
   0.175  21.000   0.177   0.176   0.352
   0.200  21.000   0.167   0.169   0.337
   0.225  19.000   0.156   0.160   0.318
   0.250  19.000   0.144   0.151   0.299
   0.275  20.000   0.134   0.142   0.279
   0.300  17.000   0.123   0.133   0.260
   0.325  15.000   0.117   0.127   0.248
   0.350  17.000   0.116   0.126   0.246
   0.375  18.000   0.116   0.126   0.247
   0.400  19.000   0.116   0.126   0.247
   0.425  19.000   0.116   0.126   0.245
   0.450  20.000   0.114   0.124   0.242
   0.475  20.000   0.111   0.121   0.237
   0.500  20.000   0.109   0.118   0.231
   0.525  20.000   0.106   0.115   0.225
   0.550  21.000   0.102   0.112   0.218
   0.575  21.000   0.099   0.108   0.211
   0.600  21.000   0.100   0.109   0.212
   0.625  21.000   0.100   0.109   0.213
   0.650  21.000   0.100   0.109   0.213
   0.675  21.000   0.100   0.109   0.213
   0.700  22.000   0.101   0.109   0.213
   0.725  22.000   0.101   0.109   0.213
   0.750  22.000   0.101   0.109   0.213
   0.775  23.000   0.101   0.109   0.213
   0.800  23.000   0.100   0.109   0.213
   0.825  23.000   0.100   0.108   0.212
   0.850  23.000   0.100   0.108   0.212
   0.875  23.000   0.100   0.108   0.212
   0.900  23.000   0.100   0.108   0.211
   0.925  23.000   0.100   0.108   0.211
   0.950  23.000   0.100   0.108   0.211
   0.975  23.000   0.100   0.107   0.210
   1.000  23.000   0.100   0.107   0.210
