TEXTURE AT STRAIN =    0.8000
   1.228   1.252   0.645  <-- length of phase ellipsoid axes
  121.25    6.42 -110.78  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
  107.54  139.95 -100.92   0.0016500
