  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   3.000   0.148   0.018   0.001
   0.025   3.000   0.126   0.015   0.000
   0.050   3.000   0.110   0.015   0.000
   0.075   4.000   0.100   0.016   0.001
   0.100   4.000   0.095   0.021   0.001
   0.125   4.000   0.096   0.032   0.001
   0.150   4.000   0.103   0.052   0.002
   0.175   4.000   0.114   0.083   0.002
   0.200   4.000   0.129   0.120   0.003
   0.225   4.000   0.146   0.159   0.004
   0.250   4.000   0.163   0.197   0.005
   0.275   4.000   0.178   0.231   0.005
   0.300   4.000   0.192   0.261   0.006
   0.325   4.000   0.204   0.288   0.006
   0.350   4.000   0.214   0.311   0.006
   0.375   4.000   0.223   0.331   0.006
   0.400   3.000   0.230   0.349   0.007
   0.425   3.000   0.236   0.365   0.007
   0.450   3.000   0.241   0.378   0.007
   0.475   3.000   0.245   0.391   0.008
   0.500   3.000   0.248   0.401   0.009
   0.525   4.000   0.250   0.409   0.010
   0.550   4.000   0.247   0.408   0.011
   0.575   4.000   0.244   0.406   0.013
   0.600   4.000   0.241   0.404   0.014
   0.625   4.000   0.237   0.400   0.016
   0.650   4.000   0.233   0.396   0.018
   0.675   4.000   0.229   0.392   0.020
   0.700   4.000   0.225   0.387   0.022
   0.725   4.000   0.220   0.381   0.024
   0.750   4.000   0.215   0.375   0.027
   0.775   5.000   0.211   0.370   0.029
   0.800   5.000   0.206   0.364   0.031
   0.825   5.000   0.201   0.358   0.034
   0.850   5.000   0.197   0.351   0.036
   0.875   5.000   0.192   0.345   0.038
   0.900   5.000   0.187   0.338   0.040
   0.925   5.000   0.183   0.331   0.043
   0.950   5.000   0.178   0.325   0.045
   0.975   5.000   0.174   0.318   0.046
   1.000   5.000   0.170   0.311   0.048
