TEXTURE AT STRAIN =    0.5500
   1.104   1.145   0.789  <-- length of phase ellipsoid axes
  125.94    5.72 -110.56  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
  107.37  133.04 -104.95   0.0016500
