  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.298   0.000   0.001
   0.025   2.000   0.287   0.000   0.001
   0.050   2.000   0.257   0.000   0.001
   0.075   2.000   0.239   0.000   0.001
   0.100   2.000   0.233   0.000   0.001
   0.125   2.000   0.235   0.000   0.002
   0.150   2.000   0.243   0.000   0.005
   0.175   2.000   0.254   0.001   0.013
   0.200   2.000   0.267   0.002   0.028
   0.225   4.000   0.280   0.004   0.053
   0.250   6.000   0.293   0.006   0.083
   0.275   6.000   0.307   0.007   0.114
   0.300   6.000   0.320   0.008   0.143
   0.325   6.000   0.332   0.009   0.168
   0.350   6.000   0.344   0.009   0.190
   0.375   6.000   0.355   0.008   0.210
   0.400   6.000   0.365   0.008   0.226
   0.425   6.000   0.374   0.007   0.240
   0.450   6.000   0.382   0.006   0.253
   0.475   6.000   0.389   0.005   0.263
   0.500   7.000   0.396   0.004   0.273
   0.525   7.000   0.402   0.004   0.281
   0.550   9.000   0.407   0.003   0.288
   0.575   9.000   0.412   0.002   0.294
   0.600   9.000   0.413   0.002   0.295
   0.625   9.000   0.414   0.001   0.295
   0.650   9.000   0.414   0.001   0.295
   0.675   9.000   0.415   0.001   0.295
   0.700   9.000   0.415   0.001   0.296
   0.725   9.000   0.416   0.000   0.296
   0.750  10.000   0.416   0.000   0.296
   0.775  10.000   0.416   0.000   0.296
   0.800  11.000   0.417   0.000   0.296
   0.825  11.000   0.417   0.000   0.296
   0.850  12.000   0.417   0.000   0.297
   0.875  12.000   0.417   0.000   0.297
   0.900  12.000   0.417   0.000   0.297
   0.925  12.000   0.417   0.000   0.297
   0.950  13.000   0.418   0.000   0.297
   0.975  14.000   0.418   0.000   0.297
   1.000  14.000   0.418   0.000   0.297
