  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  14.000   0.000   0.000   0.002
   0.025  14.000   0.000   0.000   0.002
   0.050  12.000   0.000   0.000   0.004
   0.075  12.000   0.000   0.000   0.004
   0.100  12.000   0.000   0.000   0.005
   0.125  12.000   0.000   0.001   0.008
   0.150  13.000   0.000   0.001   0.016
   0.175  13.000   0.000   0.002   0.034
   0.200  14.000   0.000   0.004   0.068
   0.225  14.000   0.000   0.007   0.117
   0.250  14.000   0.000   0.010   0.170
   0.275  12.000   0.000   0.014   0.223
   0.300  12.000   0.000   0.018   0.269
   0.325  12.000   0.000   0.023   0.308
   0.350  12.000   0.001   0.027   0.340
   0.375  12.000   0.001   0.033   0.366
   0.400  12.000   0.002   0.038   0.385
   0.425  12.000   0.003   0.044   0.400
   0.450  12.000   0.005   0.051   0.411
   0.475  13.000   0.007   0.056   0.399
   0.500  13.000   0.009   0.060   0.387
   0.525  13.000   0.011   0.065   0.375
   0.550  13.000   0.013   0.070   0.363
   0.575  14.000   0.015   0.075   0.353
   0.600  14.000   0.018   0.079   0.342
   0.625  14.000   0.020   0.084   0.332
   0.650  14.000   0.022   0.089   0.323
   0.675  14.000   0.025   0.093   0.313
   0.700  14.000   0.027   0.098   0.305
   0.725  13.000   0.029   0.102   0.296
   0.750  13.000   0.031   0.106   0.288
   0.775  13.000   0.034   0.110   0.281
   0.800  12.000   0.036   0.114   0.273
   0.825  12.000   0.038   0.118   0.266
   0.850  12.000   0.040   0.122   0.260
   0.875  12.000   0.042   0.125   0.253
   0.900  12.000   0.044   0.129   0.247
   0.925  11.000   0.046   0.132   0.241
   0.950  11.000   0.047   0.136   0.235
   0.975  11.000   0.049   0.139   0.229
   1.000  11.000   0.051   0.142   0.224
