  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.170   0.000   0.000
   0.025   2.000   0.165   0.001   0.000
   0.050   2.000   0.157   0.001   0.000
   0.075   2.000   0.141   0.001   0.001
   0.100   2.000   0.130   0.001   0.001
   0.125   2.000   0.126   0.002   0.001
   0.150   2.000   0.125   0.003   0.002
   0.175   2.000   0.128   0.006   0.003
   0.200   3.000   0.135   0.011   0.007
   0.225   3.000   0.143   0.021   0.014
   0.250   5.000   0.155   0.035   0.025
   0.275   5.000   0.168   0.051   0.039
   0.300   8.000   0.182   0.067   0.053
   0.325   8.000   0.196   0.082   0.066
   0.350   8.000   0.210   0.096   0.079
   0.375   8.000   0.222   0.108   0.090
   0.400   8.000   0.233   0.119   0.100
   0.425   8.000   0.243   0.128   0.108
   0.450   8.000   0.253   0.137   0.115
   0.475   8.000   0.261   0.144   0.121
   0.500   8.000   0.268   0.151   0.126
   0.525   8.000   0.268   0.152   0.124
   0.550   8.000   0.267   0.153   0.123
   0.575   8.000   0.267   0.154   0.121
   0.600   8.000   0.267   0.156   0.120
   0.625   8.000   0.266   0.157   0.118
   0.650   8.000   0.265   0.159   0.116
   0.675   8.000   0.265   0.162   0.113
   0.700   8.000   0.264   0.164   0.111
   0.725   8.000   0.263   0.167   0.108
   0.750   8.000   0.261   0.170   0.106
   0.775   8.000   0.260   0.173   0.102
   0.800   8.000   0.259   0.177   0.099
   0.825   8.000   0.257   0.181   0.096
   0.850   8.000   0.255   0.185   0.092
   0.875   8.000   0.254   0.190   0.088
   0.900   8.000   0.252   0.195   0.083
   0.925   8.000   0.250   0.199   0.079
   0.950   8.000   0.247   0.205   0.074
   0.975   8.000   0.245   0.210   0.069
   1.000   8.000   0.243   0.215   0.064
