  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.075   0.002   0.000
   0.025   2.000   0.065   0.002   0.000
   0.050   2.000   0.061   0.002   0.000
   0.075   3.000   0.062   0.003   0.000
   0.100   3.000   0.067   0.006   0.000
   0.125   3.000   0.075   0.013   0.000
   0.150   4.000   0.087   0.031   0.001
   0.175   4.000   0.105   0.066   0.001
   0.200   4.000   0.122   0.107   0.002
   0.225   4.000   0.121   0.129   0.002
   0.250   4.000   0.116   0.138   0.002
   0.275   4.000   0.119   0.148   0.002
   0.300   4.000   0.128   0.162   0.003
   0.325   4.000   0.141   0.179   0.003
   0.350   4.000   0.155   0.197   0.003
   0.375   4.000   0.168   0.216   0.003
   0.400   4.000   0.180   0.234   0.003
   0.425   4.000   0.191   0.251   0.003
   0.450   4.000   0.201   0.266   0.003
   0.475   4.000   0.209   0.280   0.003
   0.500   4.000   0.206   0.279   0.003
   0.525   4.000   0.203   0.279   0.004
   0.550   4.000   0.201   0.279   0.004
   0.575   4.000   0.198   0.278   0.004
   0.600   4.000   0.195   0.277   0.005
   0.625   4.000   0.192   0.277   0.005
   0.650   4.000   0.189   0.276   0.006
   0.675   4.000   0.186   0.275   0.006
   0.700   4.000   0.182   0.274   0.007
   0.725   4.000   0.179   0.273   0.008
   0.750   4.000   0.176   0.272   0.009
   0.775   4.000   0.173   0.271   0.010
   0.800   4.000   0.170   0.269   0.011
   0.825   4.000   0.167   0.268   0.012
   0.850   4.000   0.164   0.267   0.013
   0.875   4.000   0.161   0.266   0.014
   0.900   4.000   0.158   0.264   0.016
   0.925   4.000   0.156   0.263   0.017
   0.950   4.000   0.153   0.261   0.018
   0.975   4.000   0.150   0.260   0.020
   1.000   4.000   0.148   0.258   0.021
