  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.174   0.174   0.348
   0.025  22.000   0.179   0.180   0.360
   0.050  25.000   0.182   0.185   0.368
   0.075  25.000   0.183   0.188   0.373
   0.100  26.000   0.182   0.189   0.375
   0.125  26.000   0.180   0.189   0.372
   0.150  26.000   0.176   0.187   0.367
   0.175  26.000   0.171   0.182   0.358
   0.200  27.000   0.163   0.175   0.344
   0.225  28.000   0.154   0.166   0.325
   0.250  28.000   0.143   0.155   0.303
   0.275  28.000   0.133   0.144   0.281
   0.300  29.000   0.123   0.133   0.261
   0.325  28.000   0.114   0.124   0.242
   0.350  28.000   0.106   0.116   0.226
   0.375  28.000   0.100   0.108   0.212
   0.400  28.000   0.094   0.102   0.199
   0.425  28.000   0.089   0.096   0.188
   0.450  28.000   0.084   0.092   0.179
   0.475  28.000   0.080   0.087   0.170
   0.500  28.000   0.077   0.084   0.163
   0.525  28.000   0.074   0.080   0.157
   0.550  28.000   0.071   0.077   0.151
   0.575  28.000   0.069   0.075   0.146
   0.600  28.000   0.069   0.075   0.146
   0.625  28.000   0.068   0.075   0.146
   0.650  28.000   0.068   0.075   0.146
   0.675  28.000   0.068   0.075   0.146
   0.700  28.000   0.068   0.075   0.146
   0.725  28.000   0.068   0.075   0.145
   0.750  28.000   0.068   0.074   0.145
   0.775  28.000   0.068   0.074   0.145
   0.800  28.000   0.068   0.074   0.145
   0.825  28.000   0.068   0.074   0.145
   0.850  28.000   0.068   0.074   0.145
   0.875  28.000   0.068   0.074   0.145
   0.900  28.000   0.068   0.074   0.145
   0.925  28.000   0.068   0.074   0.145
   0.950  28.000   0.068   0.074   0.145
   0.975  28.000   0.068   0.074   0.145
   1.000  28.000   0.068   0.074   0.145
