  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.304   0.000   0.000
   0.025   2.000   0.280   0.000   0.000
   0.050   2.000   0.264   0.000   0.001
   0.075   2.000   0.255   0.000   0.001
   0.100   2.000   0.253   0.000   0.001
   0.125   2.000   0.257   0.000   0.002
   0.150   2.000   0.265   0.000   0.005
   0.175   2.000   0.277   0.000   0.012
   0.200   2.000   0.291   0.000   0.027
   0.225   3.000   0.304   0.000   0.052
   0.250   5.000   0.316   0.000   0.082
   0.275   6.000   0.328   0.000   0.114
   0.300   8.000   0.339   0.000   0.143
   0.325   8.000   0.349   0.000   0.170
   0.350   8.000   0.359   0.000   0.193
   0.375   9.000   0.368   0.000   0.212
   0.400  10.000   0.376   0.000   0.229
   0.425  10.000   0.383   0.000   0.244
   0.450  11.000   0.389   0.000   0.256
   0.475  11.000   0.395   0.000   0.267
   0.500  12.000   0.400   0.000   0.276
   0.525  13.000   0.405   0.000   0.285
   0.550  13.000   0.409   0.000   0.292
   0.575  13.000   0.413   0.000   0.298
   0.600  13.000   0.413   0.000   0.298
   0.625  13.000   0.413   0.000   0.298
   0.650  14.000   0.413   0.000   0.298
   0.675  14.000   0.413   0.000   0.298
   0.700  14.000   0.413   0.000   0.298
   0.725  14.000   0.414   0.000   0.298
   0.750  14.000   0.414   0.000   0.298
   0.775  14.000   0.414   0.000   0.298
   0.800  14.000   0.414   0.000   0.298
   0.825  14.000   0.414   0.000   0.298
   0.850  14.000   0.414   0.000   0.298
   0.875  14.000   0.414   0.000   0.298
   0.900  14.000   0.414   0.000   0.298
   0.925  14.000   0.415   0.000   0.298
   0.950  14.000   0.415   0.000   0.298
   0.975  14.000   0.415   0.000   0.298
   1.000  14.000   0.415   0.000   0.299
