  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.091   0.002   0.000
   0.025   2.000   0.079   0.001   0.000
   0.050   2.000   0.074   0.001   0.000
   0.075   2.000   0.073   0.002   0.000
   0.100   2.000   0.076   0.003   0.000
   0.125   4.000   0.082   0.006   0.000
   0.150   4.000   0.092   0.016   0.001
   0.175   4.000   0.103   0.034   0.002
   0.200   4.000   0.110   0.056   0.004
   0.225   4.000   0.115   0.077   0.005
   0.250   4.000   0.122   0.100   0.006
   0.275   5.000   0.133   0.125   0.008
   0.300   6.000   0.145   0.151   0.009
   0.325   6.000   0.157   0.176   0.010
   0.350   4.000   0.170   0.200   0.011
   0.375   4.000   0.181   0.222   0.011
   0.400   4.000   0.191   0.242   0.011
   0.425   4.000   0.200   0.260   0.011
   0.450   4.000   0.209   0.276   0.010
   0.475   4.000   0.207   0.277   0.009
   0.500   4.000   0.205   0.278   0.008
   0.525   4.000   0.203   0.278   0.007
   0.550   4.000   0.201   0.279   0.006
   0.575   4.000   0.199   0.280   0.006
   0.600   4.000   0.196   0.280   0.005
   0.625   4.000   0.194   0.281   0.004
   0.650   4.000   0.192   0.281   0.004
   0.675   4.000   0.190   0.281   0.004
   0.700   4.000   0.188   0.281   0.004
   0.725   4.000   0.185   0.281   0.003
   0.750   4.000   0.183   0.280   0.003
   0.775   4.000   0.180   0.280   0.003
   0.800   4.000   0.178   0.279   0.003
   0.825   4.000   0.176   0.279   0.004
   0.850   4.000   0.173   0.278   0.004
   0.875   4.000   0.171   0.278   0.004
   0.900   4.000   0.168   0.277   0.005
   0.925   4.000   0.166   0.276   0.005
   0.950   4.000   0.164   0.275   0.005
   0.975   4.000   0.161   0.274   0.006
   1.000   4.000   0.159   0.273   0.006
