  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.293   0.001   0.001
   0.025   2.000   0.282   0.001   0.001
   0.050   2.000   0.245   0.000   0.001
   0.075   2.000   0.222   0.000   0.001
   0.100   2.000   0.216   0.000   0.001
   0.125   2.000   0.221   0.000   0.002
   0.150   2.000   0.231   0.001   0.005
   0.175   2.000   0.244   0.002   0.012
   0.200   2.000   0.258   0.005   0.027
   0.225   5.000   0.272   0.009   0.051
   0.250   7.000   0.287   0.013   0.080
   0.275   7.000   0.301   0.017   0.110
   0.300   7.000   0.315   0.019   0.138
   0.325   7.000   0.328   0.021   0.162
   0.350   7.000   0.340   0.022   0.184
   0.375   7.000   0.352   0.022   0.203
   0.400   7.000   0.362   0.021   0.219
   0.425   7.000   0.371   0.020   0.233
   0.450   7.000   0.380   0.018   0.246
   0.475   7.000   0.387   0.016   0.257
   0.500   7.000   0.394   0.014   0.267
   0.525   7.000   0.401   0.012   0.276
   0.550   8.000   0.407   0.010   0.284
   0.575   9.000   0.412   0.009   0.291
   0.600   9.000   0.413   0.007   0.292
   0.625   9.000   0.414   0.005   0.293
   0.650   9.000   0.416   0.004   0.294
   0.675   9.000   0.417   0.003   0.294
   0.700   9.000   0.417   0.003   0.295
   0.725   9.000   0.418   0.002   0.296
   0.750   9.000   0.419   0.002   0.296
   0.775   9.000   0.419   0.001   0.297
   0.800   9.000   0.420   0.001   0.297
   0.825   9.000   0.420   0.001   0.297
   0.850  10.000   0.421   0.001   0.298
   0.875  11.000   0.421   0.000   0.298
   0.900  12.000   0.421   0.000   0.298
   0.925  12.000   0.422   0.000   0.298
   0.950  12.000   0.422   0.000   0.299
   0.975  12.000   0.422   0.000   0.299
   1.000  12.000   0.422   0.000   0.299
