          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.17264E+03    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.54189E+02  0.50874E+02 -0.10506E+03  0.25699E+00 -0.53183E+01  0.40308E+02      982.00
  0.22822E-01  0.18273E+03    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.55107E+02  0.53936E+02 -0.10904E+03  0.94500E+00 -0.52021E+01  0.46739E+02      982.00
  0.45199E-01  0.21374E+03    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.60110E+02  0.61298E+02 -0.12141E+03  0.12069E+01 -0.55587E+01  0.64352E+02      982.00
  0.66499E-01  0.22707E+03    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.61608E+02  0.64483E+02 -0.12609E+03  0.19045E+01 -0.58750E+01  0.72272E+02      982.00
  0.87322E-01  0.23223E+03    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.62167E+02  0.65343E+02 -0.12751E+03  0.24458E+01 -0.61296E+01  0.75744E+02      982.00
  0.10791E+00  0.24087E+03    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.63538E+02  0.66755E+02 -0.13029E+03  0.26571E+01 -0.62902E+01  0.80980E+02      982.00
  0.12820E+00  0.25508E+03    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.65980E+02  0.69302E+02 -0.13528E+03  0.24797E+01 -0.62792E+01  0.88964E+02      982.00
  0.14809E+00  0.27850E+03    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.69970E+02  0.73674E+02 -0.14364E+03  0.20313E+01 -0.61975E+01  0.10165E+03      982.00
  0.16743E+00  0.31019E+03    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.75355E+02  0.79668E+02 -0.15502E+03  0.13788E+01 -0.60773E+01  0.11834E+03      982.00
  0.18617E+00  0.34834E+03    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.81763E+02  0.86924E+02 -0.16869E+03  0.63669E+00 -0.59826E+01  0.13807E+03      982.00
  0.20433E+00  0.38799E+03    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.88334E+02  0.94530E+02 -0.18286E+03 -0.10392E+00 -0.59151E+01  0.15828E+03      982.00
  0.22200E+00  0.42403E+03    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.94235E+02  0.10155E+03 -0.19578E+03 -0.77379E+00 -0.58558E+01  0.17646E+03      982.00
  0.23932E+00  0.45408E+03    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.99102E+02  0.10751E+03 -0.20661E+03 -0.13393E+01 -0.57934E+01  0.19147E+03      982.00
  0.25638E+00  0.47880E+03    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10291E+03  0.11257E+03 -0.21549E+03 -0.17444E+01 -0.57536E+01  0.20379E+03      982.00
  0.27326E+00  0.49794E+03    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10597E+03  0.11651E+03 -0.22248E+03 -0.21049E+01 -0.56933E+01  0.21322E+03      982.00
  0.29001E+00  0.51294E+03    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10839E+03  0.11965E+03 -0.22804E+03 -0.24064E+01 -0.56148E+01  0.22053E+03      982.00
  0.30668E+00  0.52487E+03    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11030E+03  0.12217E+03 -0.23247E+03 -0.26222E+01 -0.55525E+01  0.22633E+03      982.00
  0.32329E+00  0.53483E+03    0.21250E+00  0.21250E+00 -0.42500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11183E+03  0.12431E+03 -0.23614E+03 -0.27560E+01 -0.55148E+01  0.23119E+03      982.00
  0.33985E+00  0.54259E+03    0.22500E+00  0.22500E+00 -0.45000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11301E+03  0.12601E+03 -0.23902E+03 -0.28443E+01 -0.54780E+01  0.23496E+03      982.00
  0.35637E+00  0.54941E+03    0.23750E+00  0.23750E+00 -0.47500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11399E+03  0.12752E+03 -0.24151E+03 -0.28767E+01 -0.54597E+01  0.23830E+03      982.00
  0.37285E+00  0.55467E+03    0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11472E+03  0.12874E+03 -0.24346E+03 -0.28965E+01 -0.54239E+01  0.24086E+03      982.00
  0.38931E+00  0.55939E+03    0.26250E+00  0.26250E+00 -0.52500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11531E+03  0.12985E+03 -0.24516E+03 -0.28760E+01 -0.54040E+01  0.24318E+03      982.00
  0.40575E+00  0.56339E+03    0.27500E+00  0.27500E+00 -0.55000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11574E+03  0.13085E+03 -0.24659E+03 -0.28348E+01 -0.53832E+01  0.24516E+03      982.00
  0.42216E+00  0.56295E+03    0.28750E+00  0.28750E+00 -0.57500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11552E+03  0.13083E+03 -0.24636E+03 -0.27257E+01 -0.53329E+01  0.24500E+03      982.00
  0.43857E+00  0.56296E+03    0.30000E+00  0.30000E+00 -0.60000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11533E+03  0.13090E+03 -0.24623E+03 -0.26090E+01 -0.52869E+01  0.24510E+03      982.00
  0.45497E+00  0.56290E+03    0.31250E+00  0.31250E+00 -0.62500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11510E+03  0.13099E+03 -0.24609E+03 -0.25083E+01 -0.52247E+01  0.24516E+03      982.00
  0.47137E+00  0.56287E+03    0.32500E+00  0.32500E+00 -0.65000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11490E+03  0.13103E+03 -0.24594E+03 -0.24292E+01 -0.51526E+01  0.24525E+03      982.00
  0.48775E+00  0.56283E+03    0.33750E+00  0.33750E+00 -0.67500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11466E+03  0.13114E+03 -0.24579E+03 -0.23657E+01 -0.50560E+01  0.24532E+03      982.00
  0.50413E+00  0.56279E+03    0.35000E+00  0.35000E+00 -0.70000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11439E+03  0.13126E+03 -0.24565E+03 -0.23249E+01 -0.49366E+01  0.24539E+03      982.00
  0.52050E+00  0.56272E+03    0.36250E+00  0.36250E+00 -0.72500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11416E+03  0.13134E+03 -0.24550E+03 -0.23127E+01 -0.47936E+01  0.24545E+03      982.00
  0.53686E+00  0.56269E+03    0.37500E+00  0.37500E+00 -0.75000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11390E+03  0.13148E+03 -0.24538E+03 -0.23247E+01 -0.46237E+01  0.24551E+03      982.00
  0.55321E+00  0.56265E+03    0.38750E+00  0.38750E+00 -0.77500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11364E+03  0.13165E+03 -0.24528E+03 -0.23623E+01 -0.44273E+01  0.24556E+03      982.00
  0.56956E+00  0.56262E+03    0.40000E+00  0.40000E+00 -0.80000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11338E+03  0.13182E+03 -0.24520E+03 -0.24240E+01 -0.42066E+01  0.24558E+03      982.00
  0.58590E+00  0.56257E+03    0.41250E+00  0.41250E+00 -0.82500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11313E+03  0.13201E+03 -0.24514E+03 -0.25062E+01 -0.39656E+01  0.24559E+03      982.00
  0.60224E+00  0.56252E+03    0.42500E+00  0.42500E+00 -0.85000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11290E+03  0.13220E+03 -0.24510E+03 -0.26035E+01 -0.37098E+01  0.24557E+03      982.00
  0.61858E+00  0.56239E+03    0.43750E+00  0.43750E+00 -0.87500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11267E+03  0.13240E+03 -0.24507E+03 -0.27130E+01 -0.34357E+01  0.24550E+03      982.00
  0.63492E+00  0.56226E+03    0.45000E+00  0.45000E+00 -0.90000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11243E+03  0.13263E+03 -0.24506E+03 -0.28249E+01 -0.31553E+01  0.24539E+03      982.00
  0.65127E+00  0.56214E+03    0.46250E+00  0.46250E+00 -0.92500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11227E+03  0.13281E+03 -0.24508E+03 -0.29257E+01 -0.29001E+01  0.24528E+03      982.00
  0.66762E+00  0.56198E+03    0.47500E+00  0.47500E+00 -0.95000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11215E+03  0.13295E+03 -0.24510E+03 -0.30135E+01 -0.26613E+01  0.24514E+03      982.00
  0.68397E+00  0.56174E+03    0.48750E+00  0.48750E+00 -0.97500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11198E+03  0.13311E+03 -0.24509E+03 -0.30701E+01 -0.24531E+01  0.24496E+03      982.00
  0.70033E+00  0.56153E+03    0.50000E+00  0.50000E+00 -0.10000E+01  0.00000E+00  0.00000E+00  0.00000E+00    0.11191E+03  0.13321E+03 -0.24512E+03 -0.31191E+01 -0.22591E+01  0.24478E+03      982.00
