          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.23163E+03    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.76944E+02  0.77425E+02 -0.15437E+03 -0.18564E+00 -0.27801E+01  0.20423E+01      982.00
  0.24992E-01  0.22009E+03    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.73453E+02  0.73233E+02 -0.14669E+03 -0.21060E+00 -0.19901E+01  0.20663E+01      982.00
  0.49985E-01  0.21488E+03    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.72000E+02  0.71215E+02 -0.14322E+03 -0.35876E+00 -0.16009E+01  0.22188E+01      982.00
  0.74979E-01  0.21646E+03    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.72767E+02  0.71495E+02 -0.14426E+03 -0.59156E+00 -0.14582E+01  0.26326E+01      982.00
  0.99971E-01  0.22422E+03    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.75595E+02  0.73825E+02 -0.14942E+03 -0.88497E+00 -0.15170E+01  0.32126E+01      982.00
  0.12496E+00  0.23965E+03    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.81011E+02  0.78658E+02 -0.15967E+03 -0.12782E+01 -0.17594E+01  0.41632E+01      982.00
  0.14995E+00  0.26034E+03    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.88235E+02  0.85172E+02 -0.17341E+03 -0.17779E+01 -0.21753E+01  0.53488E+01      982.00
  0.17492E+00  0.28486E+03    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.96793E+02  0.92903E+02 -0.18970E+03 -0.24266E+01 -0.27871E+01  0.65022E+01      982.00
  0.19990E+00  0.31041E+03    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10571E+03  0.10096E+03 -0.20667E+03 -0.32065E+01 -0.35525E+01  0.73884E+01      982.00
  0.22486E+00  0.33508E+03    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11432E+03  0.10875E+03 -0.22307E+03 -0.40794E+01 -0.44317E+01  0.78943E+01      982.00
  0.24983E+00  0.35876E+03    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12266E+03  0.11615E+03 -0.23881E+03 -0.50490E+01 -0.54426E+01  0.79967E+01      982.00
  0.27479E+00  0.37962E+03    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12982E+03  0.12287E+03 -0.25269E+03 -0.60122E+01 -0.64217E+01  0.76489E+01      982.00
  0.29975E+00  0.39917E+03    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13649E+03  0.12920E+03 -0.26569E+03 -0.69972E+01 -0.74360E+01  0.69902E+01      982.00
  0.32471E+00  0.41620E+03    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14221E+03  0.13482E+03 -0.27702E+03 -0.79052E+01 -0.83910E+01  0.61141E+01      982.00
  0.34967E+00  0.43236E+03    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14760E+03  0.14017E+03 -0.28777E+03 -0.87750E+01 -0.93252E+01  0.50087E+01      982.00
  0.37463E+00  0.44699E+03    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15242E+03  0.14508E+03 -0.29750E+03 -0.95307E+01 -0.10160E+02  0.37970E+01      982.00
  0.39959E+00  0.46031E+03    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15675E+03  0.14960E+03 -0.30635E+03 -0.10156E+02 -0.10873E+02  0.25451E+01      982.00
  0.42455E+00  0.47239E+03    0.21250E+00  0.21250E+00 -0.42500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16062E+03  0.15376E+03 -0.31438E+03 -0.10651E+02 -0.11475E+02  0.13052E+01      982.00
  0.44950E+00  0.47682E+03    0.22500E+00  0.22500E+00 -0.45000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16189E+03  0.15547E+03 -0.31736E+03 -0.10423E+02 -0.11275E+02  0.31437E+00      982.00
  0.47446E+00  0.48081E+03    0.23750E+00  0.23750E+00 -0.47500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16306E+03  0.15699E+03 -0.32005E+03 -0.10199E+02 -0.11079E+02 -0.54954E+00      982.00
  0.49943E+00  0.48469E+03    0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16420E+03  0.15845E+03 -0.32265E+03 -0.10028E+02 -0.10938E+02 -0.13641E+01      982.00
  0.52439E+00  0.48830E+03    0.26250E+00  0.26250E+00 -0.52500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16526E+03  0.15981E+03 -0.32507E+03 -0.98479E+01 -0.10783E+02 -0.20791E+01      982.00
  0.54935E+00  0.49147E+03    0.27500E+00  0.27500E+00 -0.55000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16619E+03  0.16101E+03 -0.32720E+03 -0.96653E+01 -0.10637E+02 -0.27063E+01      982.00
  0.57432E+00  0.49449E+03    0.28750E+00  0.28750E+00 -0.57500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16707E+03  0.16215E+03 -0.32922E+03 -0.94987E+01 -0.10484E+02 -0.32748E+01      982.00
  0.59929E+00  0.49741E+03    0.30000E+00  0.30000E+00 -0.60000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16792E+03  0.16326E+03 -0.33118E+03 -0.93454E+01 -0.10333E+02 -0.37855E+01      982.00
  0.62425E+00  0.49986E+03    0.31250E+00  0.31250E+00 -0.62500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16863E+03  0.16419E+03 -0.33282E+03 -0.91849E+01 -0.10182E+02 -0.42253E+01      982.00
  0.64922E+00  0.50206E+03    0.32500E+00  0.32500E+00 -0.65000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16927E+03  0.16502E+03 -0.33429E+03 -0.90189E+01 -0.10030E+02 -0.46057E+01      982.00
  0.67419E+00  0.50395E+03    0.33750E+00  0.33750E+00 -0.67500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16981E+03  0.16575E+03 -0.33556E+03 -0.88661E+01 -0.98812E+01 -0.49427E+01      982.00
  0.69916E+00  0.50561E+03    0.35000E+00  0.35000E+00 -0.70000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17029E+03  0.16639E+03 -0.33668E+03 -0.87167E+01 -0.97347E+01 -0.52346E+01      982.00
  0.72413E+00  0.50702E+03    0.36250E+00  0.36250E+00 -0.72500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17069E+03  0.16693E+03 -0.33762E+03 -0.85906E+01 -0.96116E+01 -0.54892E+01      982.00
  0.74910E+00  0.50854E+03    0.37500E+00  0.37500E+00 -0.75000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17113E+03  0.16751E+03 -0.33864E+03 -0.84489E+01 -0.94701E+01 -0.57040E+01      982.00
  0.77407E+00  0.50952E+03    0.38750E+00  0.38750E+00 -0.77500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17140E+03  0.16791E+03 -0.33931E+03 -0.82564E+01 -0.92682E+01 -0.58475E+01      982.00
