  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.226   0.000   0.000
   0.025   2.000   0.201   0.000   0.000
   0.050   2.000   0.180   0.000   0.000
   0.075   2.000   0.166   0.000   0.001
   0.100   2.000   0.158   0.000   0.001
   0.125   2.000   0.154   0.000   0.001
   0.150   2.000   0.155   0.000   0.002
   0.175   2.000   0.159   0.001   0.004
   0.200   2.000   0.166   0.002   0.009
   0.225   2.000   0.175   0.003   0.019
   0.250   4.000   0.187   0.005   0.036
   0.275   4.000   0.200   0.008   0.058
   0.300   5.000   0.214   0.011   0.082
   0.325   6.000   0.228   0.013   0.107
   0.350   6.000   0.242   0.015   0.130
   0.375   6.000   0.255   0.015   0.151
   0.400   6.000   0.267   0.015   0.170
   0.425   5.000   0.278   0.015   0.186
   0.450   6.000   0.288   0.014   0.201
   0.475   6.000   0.298   0.013   0.214
   0.500   6.000   0.307   0.011   0.225
   0.525   6.000   0.315   0.010   0.236
   0.550   6.000   0.317   0.008   0.236
   0.575   6.000   0.319   0.007   0.236
   0.600   6.000   0.321   0.006   0.236
   0.625   6.000   0.323   0.005   0.236
   0.650   6.000   0.324   0.004   0.236
   0.675   6.000   0.326   0.003   0.236
   0.700   7.000   0.328   0.003   0.236
   0.725   8.000   0.330   0.002   0.236
   0.750   8.000   0.331   0.002   0.236
   0.775   8.000   0.332   0.001   0.236
   0.800   8.000   0.334   0.001   0.236
   0.825   8.000   0.335   0.001   0.236
   0.850   8.000   0.336   0.001   0.236
   0.875   9.000   0.337   0.001   0.237
   0.900   9.000   0.338   0.000   0.237
   0.925   9.000   0.339   0.000   0.237
   0.950   9.000   0.340   0.000   0.237
   0.975   9.000   0.340   0.000   0.237
   1.000   9.000   0.341   0.000   0.237
