  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.205   0.212   0.419
   0.025  22.000   0.208   0.215   0.426
   0.050  22.000   0.209   0.218   0.431
   0.075  22.000   0.210   0.219   0.432
   0.100  22.000   0.210   0.218   0.431
   0.125  21.000   0.210   0.215   0.427
   0.150  19.000   0.207   0.209   0.416
   0.175  19.000   0.202   0.203   0.405
   0.200  20.000   0.202   0.205   0.409
   0.225  20.000   0.198   0.204   0.405
   0.250  21.000   0.191   0.198   0.392
   0.275  21.000   0.180   0.189   0.373
   0.300  21.000   0.170   0.179   0.353
   0.325  21.000   0.159   0.169   0.332
   0.350  21.000   0.150   0.159   0.313
   0.375  21.000   0.141   0.151   0.296
   0.400  21.000   0.134   0.143   0.280
   0.425  21.000   0.128   0.136   0.267
   0.450  21.000   0.122   0.130   0.255
   0.475  21.000   0.117   0.125   0.245
   0.500  22.000   0.117   0.125   0.246
   0.525  22.000   0.118   0.126   0.247
   0.550  23.000   0.118   0.127   0.249
   0.575  23.000   0.119   0.127   0.250
   0.600  23.000   0.119   0.128   0.251
   0.625  23.000   0.119   0.129   0.252
   0.650  23.000   0.120   0.129   0.253
   0.675  23.000   0.120   0.130   0.254
   0.700  23.000   0.120   0.131   0.255
   0.725  21.000   0.121   0.131   0.257
   0.750  21.000   0.121   0.132   0.258
   0.775  21.000   0.122   0.133   0.259
   0.800  21.000   0.122   0.133   0.260
   0.825  21.000   0.123   0.134   0.261
   0.850  21.000   0.123   0.134   0.262
   0.875  21.000   0.124   0.135   0.264
   0.900  21.000   0.124   0.136   0.265
   0.925  21.000   0.125   0.136   0.266
   0.950  22.000   0.126   0.137   0.267
   0.975  22.000   0.127   0.138   0.269
   1.000  23.000   0.128   0.138   0.270
