TEXTURE AT STRAIN =    0.3500
   1.768   2.527   0.195  <-- length of phase ellipsoid axes
  -58.16    1.98 -169.50  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
  133.59   53.47 -135.67   0.0003500
