  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.099   0.002   0.000
   0.025   2.000   0.088   0.002   0.000
   0.050   2.000   0.085   0.002   0.000
   0.075   2.000   0.089   0.004   0.000
   0.100   2.000   0.098   0.008   0.001
   0.125   2.000   0.102   0.012   0.001
   0.150   3.000   0.101   0.015   0.001
   0.175   3.000   0.104   0.022   0.002
   0.200   4.000   0.110   0.037   0.004
   0.225   4.000   0.119   0.059   0.006
   0.250   4.000   0.130   0.086   0.009
   0.275   4.000   0.142   0.114   0.013
   0.300   4.000   0.154   0.142   0.015
   0.325   4.000   0.166   0.168   0.017
   0.350   4.000   0.177   0.192   0.019
   0.375   4.000   0.187   0.213   0.019
   0.400   4.000   0.196   0.232   0.019
   0.425   4.000   0.205   0.249   0.019
   0.450   4.000   0.212   0.264   0.017
   0.475   4.000   0.219   0.278   0.016
   0.500   4.000   0.218   0.279   0.014
   0.525   4.000   0.216   0.281   0.012
   0.550   4.000   0.215   0.282   0.011
   0.575   4.000   0.213   0.283   0.009
   0.600   4.000   0.211   0.283   0.008
   0.625   4.000   0.210   0.283   0.007
   0.650   4.000   0.208   0.284   0.006
   0.675   4.000   0.206   0.284   0.005
   0.700   4.000   0.204   0.283   0.004
   0.725   4.000   0.202   0.283   0.004
   0.750   4.000   0.199   0.282   0.003
   0.775   4.000   0.197   0.281   0.003
   0.800   4.000   0.195   0.281   0.003
   0.825   4.000   0.193   0.280   0.003
   0.850   4.000   0.191   0.278   0.003
   0.875   4.000   0.188   0.277   0.003
   0.900   4.000   0.186   0.276   0.003
   0.925   4.000   0.184   0.274   0.003
   0.950   4.000   0.181   0.273   0.003
   0.975   4.000   0.179   0.271   0.003
   1.000   4.000   0.177   0.270   0.004
