  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.183   0.000   0.000
   0.025   2.000   0.176   0.000   0.000
   0.050   2.000   0.169   0.000   0.000
   0.075   2.000   0.164   0.000   0.000
   0.100   2.000   0.163   0.000   0.000
   0.125   2.000   0.165   0.000   0.001
   0.150   2.000   0.171   0.000   0.001
   0.175   2.000   0.179   0.000   0.003
   0.200   2.000   0.189   0.000   0.007
   0.225   2.000   0.202   0.000   0.016
   0.250   2.000   0.217   0.000   0.032
   0.275   3.000   0.232   0.000   0.055
   0.300   5.000   0.247   0.000   0.082
   0.325   6.000   0.262   0.000   0.108
   0.350   6.000   0.276   0.000   0.132
   0.375   8.000   0.288   0.000   0.154
   0.400   8.000   0.300   0.000   0.172
   0.425   8.000   0.310   0.000   0.189
   0.450   8.000   0.320   0.000   0.203
   0.475   8.000   0.328   0.000   0.216
   0.500   8.000   0.336   0.000   0.226
   0.525   9.000   0.342   0.000   0.236
   0.550  10.000   0.348   0.000   0.244
   0.575  10.000   0.348   0.000   0.244
   0.600  10.000   0.348   0.000   0.243
   0.625  11.000   0.349   0.000   0.243
   0.650  11.000   0.349   0.000   0.242
   0.675  11.000   0.349   0.000   0.242
   0.700  11.000   0.349   0.000   0.242
   0.725  12.000   0.349   0.000   0.241
   0.750  12.000   0.349   0.000   0.241
   0.775  12.000   0.349   0.000   0.241
   0.800  12.000   0.349   0.000   0.241
   0.825  12.000   0.349   0.000   0.241
   0.850  12.000   0.349   0.000   0.241
   0.875  12.000   0.349   0.000   0.241
   0.900  12.000   0.349   0.000   0.240
   0.925  12.000   0.349   0.000   0.240
   0.950  12.000   0.349   0.000   0.240
   0.975  12.000   0.349   0.000   0.240
   1.000  13.000   0.349   0.000   0.240
