  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   3.000   0.151   0.020   0.000
   0.025   3.000   0.129   0.017   0.000
   0.050   3.000   0.113   0.016   0.000
   0.075   3.000   0.102   0.018   0.000
   0.100   3.000   0.097   0.023   0.000
   0.125   3.000   0.098   0.034   0.001
   0.150   4.000   0.104   0.053   0.001
   0.175   4.000   0.116   0.082   0.002
   0.200   4.000   0.132   0.117   0.002
   0.225   4.000   0.149   0.153   0.003
   0.250   4.000   0.167   0.188   0.003
   0.275   4.000   0.184   0.219   0.004
   0.300   4.000   0.199   0.247   0.004
   0.325   4.000   0.213   0.271   0.004
   0.350   4.000   0.224   0.292   0.004
   0.375   4.000   0.235   0.311   0.003
   0.400   4.000   0.244   0.327   0.003
   0.425   4.000   0.251   0.342   0.003
   0.450   4.000   0.258   0.355   0.003
   0.475   4.000   0.263   0.368   0.004
   0.500   4.000   0.268   0.379   0.004
   0.525   4.000   0.271   0.388   0.005
   0.550   4.000   0.267   0.389   0.005
   0.575   4.000   0.263   0.389   0.006
   0.600   4.000   0.259   0.387   0.007
   0.625   4.000   0.254   0.385   0.009
   0.650   4.000   0.249   0.382   0.010
   0.675   4.000   0.244   0.379   0.012
   0.700   4.000   0.238   0.374   0.014
   0.725   4.000   0.232   0.370   0.015
   0.750   4.000   0.226   0.365   0.017
   0.775   4.000   0.221   0.360   0.019
   0.800   4.000   0.215   0.355   0.021
   0.825   4.000   0.210   0.350   0.023
   0.850   4.000   0.204   0.344   0.025
   0.875   4.000   0.199   0.338   0.027
   0.900   4.000   0.194   0.332   0.030
   0.925   4.000   0.189   0.326   0.032
   0.950   4.000   0.184   0.320   0.034
   0.975   4.000   0.179   0.313   0.036
   1.000   4.000   0.175   0.307   0.037
