  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.177   0.000   0.000
   0.025   2.000   0.179   0.000   0.000
   0.050   2.000   0.195   0.000   0.000
   0.075   2.000   0.195   0.001   0.001
   0.100   2.000   0.177   0.001   0.001
   0.125   2.000   0.163   0.001   0.002
   0.150   2.000   0.155   0.002   0.002
   0.175   2.000   0.154   0.003   0.005
   0.200   2.000   0.157   0.005   0.009
   0.225   4.000   0.165   0.010   0.018
   0.250   5.000   0.175   0.017   0.033
   0.275   5.000   0.188   0.025   0.051
   0.300   6.000   0.203   0.032   0.071
   0.325   8.000   0.218   0.039   0.092
   0.350   8.000   0.232   0.045   0.111
   0.375   8.000   0.246   0.049   0.129
   0.400   8.000   0.258   0.052   0.146
   0.425   8.000   0.269   0.054   0.162
   0.450   7.000   0.280   0.055   0.176
   0.475   7.000   0.289   0.055   0.189
   0.500   7.000   0.298   0.054   0.201
   0.525   6.000   0.299   0.050   0.203
   0.550   6.000   0.301   0.047   0.206
   0.575   6.000   0.302   0.043   0.208
   0.600   6.000   0.304   0.039   0.210
   0.625   7.000   0.306   0.036   0.212
   0.650   7.000   0.307   0.032   0.214
   0.675   7.000   0.309   0.029   0.215
   0.700   7.000   0.311   0.026   0.217
   0.725   7.000   0.314   0.023   0.218
   0.750   7.000   0.316   0.021   0.219
   0.775   7.000   0.318   0.018   0.221
   0.800   7.000   0.320   0.016   0.222
   0.825   6.000   0.322   0.014   0.222
   0.850   6.000   0.324   0.012   0.223
   0.875   6.000   0.327   0.010   0.224
   0.900   6.000   0.329   0.009   0.225
   0.925   6.000   0.330   0.007   0.225
   0.950   6.000   0.332   0.006   0.226
   0.975   7.000   0.334   0.005   0.227
   1.000   8.000   0.336   0.004   0.227
