  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   3.000   0.043   0.011   0.000
   0.025   3.000   0.035   0.008   0.000
   0.050   3.000   0.032   0.007   0.000
   0.075   3.000   0.031   0.008   0.000
   0.100   3.000   0.032   0.010   0.000
   0.125   3.000   0.035   0.014   0.000
   0.150   3.000   0.040   0.022   0.000
   0.175   3.000   0.048   0.035   0.001
   0.200   3.000   0.058   0.054   0.001
   0.225   3.000   0.072   0.078   0.001
   0.250   3.000   0.087   0.105   0.002
   0.275   3.000   0.104   0.133   0.002
   0.300   3.000   0.120   0.160   0.003
   0.325   3.000   0.136   0.186   0.004
   0.350   3.000   0.150   0.209   0.005
   0.375   3.000   0.162   0.229   0.006
   0.400   3.000   0.172   0.247   0.008
   0.425   3.000   0.181   0.262   0.009
   0.450   3.000   0.188   0.275   0.012
   0.475   3.000   0.184   0.272   0.013
   0.500   3.000   0.181   0.269   0.015
   0.525   3.000   0.178   0.266   0.016
   0.550   3.000   0.174   0.264   0.018
   0.575   3.000   0.171   0.261   0.020
   0.600   3.000   0.168   0.259   0.022
   0.625   3.000   0.165   0.256   0.024
   0.650   3.000   0.162   0.254   0.026
   0.675   3.000   0.160   0.252   0.029
   0.700   3.000   0.157   0.250   0.031
   0.725   3.000   0.154   0.247   0.033
   0.750   5.000   0.152   0.245   0.035
   0.775   5.000   0.150   0.243   0.037
   0.800   5.000   0.148   0.242   0.040
   0.825   5.000   0.145   0.240   0.042
   0.850   5.000   0.143   0.238   0.044
   0.875   5.000   0.142   0.236   0.046
   0.900   5.000   0.140   0.235   0.048
   0.925   5.000   0.138   0.233   0.050
   0.950   5.000   0.137   0.232   0.052
   0.975   5.000   0.135   0.230   0.054
   1.000   5.000   0.134   0.229   0.055
