          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.14545E+03    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.37935E+02  0.55007E+02 -0.92942E+02  0.52024E+00 -0.22541E+01  0.22239E+02      982.00
  0.23963E-01  0.14772E+03    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.38023E+02  0.55702E+02 -0.93725E+02  0.60377E+00 -0.17890E+01  0.24575E+02      982.00
  0.47756E-01  0.15425E+03    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.38627E+02  0.58134E+02 -0.96761E+02  0.14858E+00 -0.17512E+01  0.28481E+02      982.00
  0.71279E-01  0.16617E+03    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.39729E+02  0.62745E+02 -0.10247E+03 -0.85933E+00 -0.21618E+01  0.34505E+02      982.00
  0.94404E-01  0.18376E+03    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.41091E+02  0.69694E+02 -0.11079E+03 -0.23734E+01 -0.29446E+01  0.42799E+02      982.00
  0.11701E+00  0.20301E+03    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.41351E+02  0.78248E+02 -0.11960E+03 -0.39672E+01 -0.37531E+01  0.51381E+02      982.00
  0.13910E+00  0.22252E+03    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.39930E+02  0.88182E+02 -0.12811E+03 -0.53080E+01 -0.45604E+01  0.59703E+02      982.00
  0.16069E+00  0.24930E+03    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.38512E+02  0.10085E+03 -0.13936E+03 -0.66719E+01 -0.57443E+01  0.71418E+02      982.00
  0.18166E+00  0.28613E+03    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.37750E+02  0.11673E+03 -0.15448E+03 -0.81788E+01 -0.72075E+01  0.87825E+02      982.00
  0.20190E+00  0.32926E+03    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.37537E+02  0.13434E+03 -0.17188E+03 -0.96814E+01 -0.86397E+01  0.10710E+03      982.00
  0.22148E+00  0.37095E+03    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.37647E+02  0.15087E+03 -0.18852E+03 -0.10943E+02 -0.97726E+01  0.12567E+03      982.00
  0.24054E+00  0.40598E+03    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.37840E+02  0.16459E+03 -0.20243E+03 -0.11866E+02 -0.10526E+02  0.14120E+03      982.00
  0.25924E+00  0.43442E+03    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.37777E+02  0.17583E+03 -0.21361E+03 -0.12424E+02 -0.10964E+02  0.15378E+03      982.00
  0.27768E+00  0.45588E+03    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.37646E+02  0.18443E+03 -0.22207E+03 -0.12873E+02 -0.11158E+02  0.16313E+03      982.00
  0.29594E+00  0.47249E+03    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.37326E+02  0.19127E+03 -0.22859E+03 -0.13197E+02 -0.11181E+02  0.17030E+03      982.00
  0.31409E+00  0.48598E+03    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.36742E+02  0.19702E+03 -0.23376E+03 -0.13392E+02 -0.11097E+02  0.17611E+03      982.00
  0.33212E+00  0.49679E+03    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.36063E+02  0.20178E+03 -0.23784E+03 -0.13553E+02 -0.10925E+02  0.18075E+03      982.00
  0.35008E+00  0.50574E+03    0.21250E+00  0.21250E+00 -0.42500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.35240E+02  0.20587E+03 -0.24111E+03 -0.13667E+02 -0.10692E+02  0.18460E+03      982.00
  0.36796E+00  0.51330E+03    0.22500E+00  0.22500E+00 -0.45000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.34347E+02  0.20942E+03 -0.24377E+03 -0.13752E+02 -0.10412E+02  0.18787E+03      982.00
  0.38576E+00  0.51985E+03    0.23750E+00  0.23750E+00 -0.47500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.33348E+02  0.21262E+03 -0.24597E+03 -0.13821E+02 -0.10083E+02  0.19073E+03      982.00
  0.40351E+00  0.52569E+03    0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.32211E+02  0.21564E+03 -0.24785E+03 -0.13888E+02 -0.97076E+01  0.19326E+03      982.00
  0.42119E+00  0.52720E+03    0.26250E+00  0.26250E+00 -0.52500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.31149E+02  0.21676E+03 -0.24791E+03 -0.13813E+02 -0.93010E+01  0.19407E+03      982.00
  0.43882E+00  0.52865E+03    0.27500E+00  0.27500E+00 -0.55000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.30083E+02  0.21787E+03 -0.24795E+03 -0.13747E+02 -0.88930E+01  0.19485E+03      982.00
  0.45641E+00  0.53004E+03    0.28750E+00  0.28750E+00 -0.57500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.29010E+02  0.21896E+03 -0.24797E+03 -0.13684E+02 -0.84851E+01  0.19558E+03      982.00
  0.47395E+00  0.53142E+03    0.30000E+00  0.30000E+00 -0.60000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.28012E+02  0.21998E+03 -0.24799E+03 -0.13623E+02 -0.80938E+01  0.19633E+03      982.00
  0.49145E+00  0.53273E+03    0.31250E+00  0.31250E+00 -0.62500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.27042E+02  0.22095E+03 -0.24799E+03 -0.13553E+02 -0.77163E+01  0.19706E+03      982.00
  0.50891E+00  0.53401E+03    0.32500E+00  0.32500E+00 -0.65000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.26173E+02  0.22181E+03 -0.24799E+03 -0.13478E+02 -0.73654E+01  0.19781E+03      982.00
  0.52632E+00  0.53531E+03    0.33750E+00  0.33750E+00 -0.67500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.25296E+02  0.22268E+03 -0.24798E+03 -0.13383E+02 -0.70390E+01  0.19857E+03      982.00
  0.54370E+00  0.53661E+03    0.35000E+00  0.35000E+00 -0.70000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24508E+02  0.22347E+03 -0.24798E+03 -0.13278E+02 -0.67394E+01  0.19937E+03      982.00
  0.56103E+00  0.53771E+03    0.36250E+00  0.36250E+00 -0.72500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23871E+02  0.22404E+03 -0.24791E+03 -0.13160E+02 -0.64658E+01  0.20012E+03      982.00
  0.57832E+00  0.53897E+03    0.37500E+00  0.37500E+00 -0.75000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23213E+02  0.22468E+03 -0.24790E+03 -0.13017E+02 -0.62133E+01  0.20096E+03      982.00
  0.59556E+00  0.53994E+03    0.38750E+00  0.38750E+00 -0.77500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22696E+02  0.22509E+03 -0.24779E+03 -0.12864E+02 -0.59873E+01  0.20171E+03      982.00
  0.61277E+00  0.54117E+03    0.40000E+00  0.40000E+00 -0.80000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22123E+02  0.22564E+03 -0.24777E+03 -0.12679E+02 -0.57754E+01  0.20256E+03      982.00
  0.62994E+00  0.54202E+03    0.41250E+00  0.41250E+00 -0.82500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.21690E+02  0.22593E+03 -0.24762E+03 -0.12492E+02 -0.55899E+01  0.20329E+03      982.00
  0.64707E+00  0.54272E+03    0.42500E+00  0.42500E+00 -0.85000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.21329E+02  0.22612E+03 -0.24745E+03 -0.12302E+02 -0.54234E+01  0.20394E+03      982.00
  0.66417E+00  0.54347E+03    0.43750E+00  0.43750E+00 -0.87500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.20934E+02  0.22635E+03 -0.24728E+03 -0.12085E+02 -0.52654E+01  0.20463E+03      982.00
  0.68123E+00  0.54456E+03    0.45000E+00  0.45000E+00 -0.90000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.20439E+02  0.22679E+03 -0.24723E+03 -0.11829E+02 -0.51136E+01  0.20542E+03      982.00
  0.69826E+00  0.54521E+03    0.46250E+00  0.46250E+00 -0.92500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.20074E+02  0.22697E+03 -0.24704E+03 -0.11589E+02 -0.49812E+01  0.20604E+03      982.00
  0.71525E+00  0.54582E+03    0.47500E+00  0.47500E+00 -0.95000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.19710E+02  0.22714E+03 -0.24685E+03 -0.11341E+02 -0.48571E+01  0.20663E+03      982.00
  0.73221E+00  0.54639E+03    0.48750E+00  0.48750E+00 -0.97500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.19347E+02  0.22732E+03 -0.24667E+03 -0.11084E+02 -0.47405E+01  0.20718E+03      982.00
  0.74914E+00  0.54693E+03    0.50000E+00  0.50000E+00 -0.10000E+01  0.00000E+00  0.00000E+00  0.00000E+00    0.18988E+02  0.22749E+03 -0.24648E+03 -0.10821E+02 -0.46307E+01  0.20769E+03      982.00
