  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  26.000   0.219   0.211   0.427
   0.025  26.000   0.220   0.214   0.432
   0.050  26.000   0.219   0.215   0.433
   0.075  25.000   0.216   0.215   0.430
   0.100  25.000   0.213   0.213   0.426
   0.125  22.000   0.210   0.211   0.422
   0.150  22.000   0.209   0.211   0.420
   0.175  22.000   0.206   0.211   0.419
   0.200  21.000   0.203   0.209   0.414
   0.225  21.000   0.197   0.204   0.404
   0.250  21.000   0.189   0.197   0.389
   0.275  22.000   0.179   0.188   0.370
   0.300  22.000   0.168   0.177   0.349
   0.325  23.000   0.157   0.167   0.328
   0.350  23.000   0.147   0.157   0.308
   0.375  23.000   0.138   0.148   0.290
   0.400  23.000   0.131   0.140   0.274
   0.425  23.000   0.124   0.132   0.260
   0.450  22.000   0.117   0.126   0.247
   0.475  23.000   0.112   0.120   0.236
   0.500  23.000   0.107   0.115   0.226
   0.525  23.000   0.106   0.115   0.225
   0.550  23.000   0.106   0.114   0.224
   0.575  22.000   0.106   0.114   0.223
   0.600  22.000   0.105   0.114   0.222
   0.625  22.000   0.105   0.113   0.222
   0.650  22.000   0.104   0.113   0.221
   0.675  22.000   0.104   0.113   0.220
   0.700  22.000   0.104   0.112   0.220
   0.725  22.000   0.104   0.112   0.219
   0.750  22.000   0.103   0.112   0.219
   0.775  22.000   0.103   0.112   0.218
   0.800  22.000   0.103   0.111   0.218
   0.825  21.000   0.103   0.111   0.217
   0.850  21.000   0.102   0.111   0.217
   0.875  21.000   0.102   0.111   0.216
   0.900  21.000   0.102   0.110   0.216
   0.925  21.000   0.102   0.110   0.216
   0.950  21.000   0.102   0.110   0.215
   0.975  21.000   0.102   0.110   0.215
   1.000  22.000   0.101   0.109   0.214
