  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  13.000   0.000   0.000   0.001
   0.025  13.000   0.000   0.000   0.001
   0.050  13.000   0.000   0.000   0.001
   0.075  13.000   0.000   0.000   0.001
   0.100  12.000   0.000   0.000   0.002
   0.125  12.000   0.000   0.000   0.005
   0.150  12.000   0.000   0.000   0.014
   0.175  12.000   0.000   0.000   0.039
   0.200  12.000   0.000   0.000   0.085
   0.225  12.000   0.000   0.000   0.145
   0.250  12.000   0.000   0.000   0.207
   0.275  12.000   0.000   0.000   0.262
   0.300  12.000   0.000   0.000   0.311
   0.325  12.000   0.001   0.000   0.354
   0.350  12.000   0.001   0.000   0.390
   0.375  12.000   0.001   0.001   0.421
   0.400  12.000   0.001   0.001   0.447
   0.425  12.000   0.002   0.001   0.470
   0.450  12.000   0.002   0.002   0.489
   0.475  12.000   0.003   0.002   0.486
   0.500  12.000   0.003   0.003   0.483
   0.525  12.000   0.004   0.004   0.479
   0.550  12.000   0.005   0.005   0.474
   0.575  12.000   0.007   0.006   0.469
   0.600  12.000   0.009   0.007   0.462
   0.625  15.000   0.011   0.009   0.453
   0.650  15.000   0.015   0.011   0.441
   0.675  15.000   0.018   0.013   0.426
   0.700  13.000   0.021   0.016   0.408
   0.725  13.000   0.023   0.019   0.392
   0.750  13.000   0.024   0.022   0.380
   0.775  13.000   0.024   0.026   0.370
   0.800  13.000   0.023   0.030   0.362
   0.825  13.000   0.023   0.035   0.355
   0.850  13.000   0.024   0.040   0.348
   0.875  13.000   0.024   0.045   0.341
   0.900  13.000   0.025   0.051   0.333
   0.925  13.000   0.026   0.056   0.325
   0.950  13.000   0.027   0.062   0.317
   0.975  13.000   0.029   0.067   0.309
   1.000  13.000   0.031   0.073   0.301
