  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   3.000   0.039   0.028   0.003
   0.025   3.000   0.035   0.025   0.002
   0.050   3.000   0.034   0.025   0.002
   0.075   3.000   0.034   0.029   0.003
   0.100   3.000   0.035   0.034   0.003
   0.125   3.000   0.038   0.044   0.004
   0.150   3.000   0.045   0.062   0.006
   0.175   3.000   0.056   0.090   0.008
   0.200   3.000   0.071   0.125   0.012
   0.225   3.000   0.088   0.164   0.017
   0.250   3.000   0.105   0.204   0.024
   0.275   5.000   0.120   0.240   0.032
   0.300   6.000   0.133   0.271   0.041
   0.325   6.000   0.142   0.293   0.051
   0.350   6.000   0.148   0.307   0.061
   0.375   6.000   0.151   0.313   0.070
   0.400   7.000   0.153   0.315   0.079
   0.425   8.000   0.152   0.314   0.087
   0.450   8.000   0.151   0.311   0.094
   0.475   8.000   0.150   0.307   0.101
   0.500   8.000   0.146   0.299   0.107
   0.525   8.000   0.142   0.291   0.112
   0.550   8.000   0.138   0.284   0.117
   0.575   8.000   0.135   0.277   0.120
   0.600   8.000   0.132   0.270   0.124
   0.625   8.000   0.129   0.263   0.126
   0.650   8.000   0.126   0.256   0.128
   0.675   8.000   0.124   0.250   0.129
   0.700   8.000   0.122   0.244   0.129
   0.725   8.000   0.120   0.238   0.129
   0.750   8.000   0.118   0.233   0.128
   0.775   8.000   0.117   0.229   0.127
   0.800   8.000   0.116   0.225   0.126
   0.825   8.000   0.117   0.220   0.122
   0.850   8.000   0.117   0.212   0.117
   0.875   8.000   0.115   0.205   0.110
   0.900   8.000   0.112   0.198   0.104
   0.925   8.000   0.108   0.195   0.099
   0.950   8.000   0.105   0.194   0.097
   0.975   8.000   0.103   0.194   0.096
   1.000   8.000   0.102   0.196   0.096
