TEXTURE AT STRAIN =    1.0000
   1.271   1.333   0.587  <-- length of phase ellipsoid axes
  -10.49   11.56    8.18  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
  176.28   27.06 -100.03   0.0016500
