  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  23.000   0.233   0.232   0.465
   0.025  22.000   0.236   0.233   0.468
   0.050  21.000   0.237   0.233   0.469
   0.075  21.000   0.235   0.233   0.467
   0.100  27.000   0.230   0.233   0.464
   0.125  26.000   0.223   0.232   0.459
   0.150  26.000   0.214   0.227   0.447
   0.175  27.000   0.203   0.217   0.426
   0.200  28.000   0.190   0.204   0.399
   0.225  29.000   0.175   0.188   0.368
   0.250  29.000   0.161   0.171   0.336
   0.275  28.000   0.148   0.155   0.305
   0.300  26.000   0.136   0.140   0.278
   0.325  27.000   0.127   0.129   0.257
   0.350  27.000   0.120   0.121   0.242
   0.375  25.000   0.116   0.117   0.233
   0.400  25.000   0.113   0.114   0.227
   0.425  25.000   0.111   0.112   0.223
   0.450  24.000   0.111   0.111   0.222
   0.475  26.000   0.112   0.110   0.221
   0.500  26.000   0.114   0.111   0.224
   0.525  27.000   0.116   0.112   0.227
   0.550  28.000   0.118   0.114   0.230
   0.575  27.000   0.120   0.115   0.233
   0.600  28.000   0.122   0.117   0.236
   0.625  29.000   0.124   0.118   0.240
   0.650  28.000   0.126   0.120   0.244
   0.675  27.000   0.128   0.122   0.248
   0.700  27.000   0.129   0.125   0.252
   0.725  26.000   0.131   0.127   0.256
   0.750  25.000   0.132   0.129   0.260
   0.775  26.000   0.132   0.132   0.264
   0.800  25.000   0.133   0.133   0.266
   0.825  22.000   0.134   0.135   0.270
   0.850  21.000   0.138   0.139   0.277
   0.875  21.000   0.141   0.143   0.286
   0.900  22.000   0.144   0.148   0.294
   0.925  21.000   0.145   0.152   0.300
   0.950  21.000   0.146   0.155   0.304
   0.975  21.000   0.145   0.156   0.305
   1.000  22.000   0.145   0.156   0.306
