  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  13.000   0.000   0.000   0.001
   0.025  13.000   0.000   0.000   0.001
   0.050  13.000   0.000   0.000   0.001
   0.075  13.000   0.000   0.000   0.001
   0.100  12.000   0.000   0.000   0.002
   0.125  12.000   0.000   0.000   0.005
   0.150  12.000   0.000   0.000   0.014
   0.175  12.000   0.000   0.000   0.038
   0.200  12.000   0.000   0.000   0.084
   0.225  12.000   0.000   0.000   0.144
   0.250  12.000   0.001   0.000   0.202
   0.275  12.000   0.001   0.000   0.255
   0.300  12.000   0.002   0.000   0.302
   0.325  13.000   0.003   0.000   0.343
   0.350  13.000   0.004   0.000   0.379
   0.375  13.000   0.005   0.001   0.410
   0.400  13.000   0.006   0.001   0.437
   0.425  13.000   0.007   0.001   0.461
   0.450  13.000   0.009   0.001   0.481
   0.475  13.000   0.010   0.002   0.479
   0.500  13.000   0.012   0.002   0.476
   0.525  13.000   0.014   0.003   0.473
   0.550  13.000   0.017   0.003   0.468
   0.575  13.000   0.020   0.004   0.460
   0.600  14.000   0.023   0.005   0.447
   0.625  14.000   0.026   0.006   0.430
   0.650  15.000   0.028   0.008   0.413
   0.675  15.000   0.029   0.009   0.399
   0.700  15.000   0.029   0.011   0.388
   0.725  15.000   0.029   0.013   0.380
   0.750  15.000   0.029   0.016   0.373
   0.775  14.000   0.029   0.019   0.367
   0.800  13.000   0.029   0.022   0.361
   0.825  14.000   0.030   0.026   0.355
   0.850  14.000   0.031   0.030   0.349
   0.875  14.000   0.032   0.034   0.342
   0.900  14.000   0.034   0.039   0.335
   0.925  13.000   0.035   0.044   0.328
   0.950  13.000   0.037   0.049   0.321
   0.975  12.000   0.039   0.054   0.313
   1.000  12.000   0.041   0.059   0.305
