TEXTURE AT STRAIN =    1.0000
   2.007   3.316   0.129  <-- length of phase ellipsoid axes
   61.52   55.89   80.42  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
  129.56    9.54 -119.77   0.0003500
