TEXTURE AT STRAIN =    0.6000
   1.088   1.217   0.753  <-- length of phase ellipsoid axes
  134.92    3.55 -101.83  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
  122.71  102.50 -103.69   0.0016500
