TEXTURE AT STRAIN =    0.4500
   1.036   1.144   0.843  <-- length of phase ellipsoid axes
  135.22    5.95 -102.01  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
  122.83  103.95 -107.47   0.0016500
