  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  19.000   0.218   0.223   0.443
   0.025  18.000   0.222   0.228   0.452
   0.050  20.000   0.225   0.235   0.464
   0.075  21.000   0.225   0.238   0.468
   0.100  22.000   0.223   0.239   0.468
   0.125  23.000   0.221   0.238   0.466
   0.150  23.000   0.218   0.235   0.461
   0.175  23.000   0.213   0.231   0.451
   0.200  23.000   0.206   0.223   0.437
   0.225  23.000   0.197   0.214   0.418
   0.250  23.000   0.187   0.203   0.396
   0.275  21.000   0.176   0.191   0.374
   0.300  21.000   0.166   0.180   0.352
   0.325  21.000   0.156   0.170   0.332
   0.350  21.000   0.147   0.160   0.313
   0.375  21.000   0.139   0.152   0.297
   0.400  21.000   0.133   0.144   0.282
   0.425  21.000   0.126   0.138   0.269
   0.450  21.000   0.121   0.132   0.257
   0.475  21.000   0.116   0.126   0.247
   0.500  21.000   0.117   0.127   0.248
   0.525  19.000   0.118   0.128   0.250
   0.550  20.000   0.119   0.128   0.251
   0.575  21.000   0.120   0.129   0.253
   0.600  21.000   0.121   0.130   0.255
   0.625  21.000   0.122   0.131   0.257
   0.650  21.000   0.123   0.132   0.258
   0.675  21.000   0.124   0.133   0.260
   0.700  21.000   0.125   0.134   0.262
   0.725  21.000   0.126   0.134   0.264
   0.750  21.000   0.127   0.135   0.266
   0.775  21.000   0.127   0.136   0.267
   0.800  21.000   0.128   0.137   0.269
   0.825  21.000   0.129   0.138   0.271
   0.850  21.000   0.130   0.139   0.272
   0.875  21.000   0.131   0.140   0.274
   0.900  21.000   0.131   0.140   0.276
   0.925  21.000   0.132   0.141   0.277
   0.950  21.000   0.133   0.142   0.279
   0.975  21.000   0.133   0.143   0.280
   1.000  21.000   0.134   0.143   0.281
