  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.220   0.212   0.428
   0.025  23.000   0.220   0.215   0.433
   0.050  23.000   0.217   0.216   0.433
   0.075  20.000   0.210   0.216   0.428
   0.100  21.000   0.203   0.213   0.420
   0.125  21.000   0.195   0.209   0.410
   0.150  22.000   0.188   0.202   0.396
   0.175  21.000   0.179   0.194   0.380
   0.200  21.000   0.171   0.185   0.361
   0.225  21.000   0.162   0.175   0.343
   0.250  22.000   0.154   0.166   0.325
   0.275  22.000   0.147   0.157   0.308
   0.300  22.000   0.140   0.149   0.293
   0.325  21.000   0.133   0.142   0.279
   0.350  20.000   0.126   0.135   0.265
   0.375  20.000   0.120   0.129   0.252
   0.400  20.000   0.114   0.123   0.240
   0.425  19.000   0.109   0.117   0.230
   0.450  21.000   0.104   0.113   0.221
   0.475  21.000   0.101   0.109   0.213
   0.500  21.000   0.098   0.106   0.207
   0.525  19.000   0.096   0.103   0.202
   0.550  19.000   0.095   0.101   0.199
   0.575  20.000   0.096   0.103   0.202
   0.600  20.000   0.098   0.104   0.205
   0.625  19.000   0.100   0.106   0.208
   0.650  19.000   0.101   0.107   0.211
   0.675  19.000   0.103   0.108   0.214
   0.700  19.000   0.105   0.110   0.217
   0.725  19.000   0.106   0.111   0.219
   0.750  18.000   0.108   0.113   0.222
   0.775  17.000   0.109   0.114   0.225
   0.800  17.000   0.110   0.115   0.228
   0.825  17.000   0.112   0.117   0.231
   0.850  16.000   0.114   0.119   0.235
   0.875  17.000   0.116   0.122   0.241
   0.900  19.000   0.119   0.125   0.247
   0.925  19.000   0.123   0.129   0.254
   0.950  19.000   0.126   0.133   0.261
   0.975  20.000   0.128   0.136   0.267
   1.000  20.000   0.130   0.139   0.272
