          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.18229E+03    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.64983E+02  0.54402E+02 -0.11939E+03 -0.20435E+01  0.12012E+02  0.14499E+02      982.00
  0.24560E-01  0.18538E+03    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.68527E+02  0.52527E+02 -0.12105E+03 -0.26468E+01  0.10452E+02  0.16880E+02      982.00
  0.49047E-01  0.19717E+03    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.76842E+02  0.50977E+02 -0.12782E+03 -0.27773E+01  0.96727E+01  0.20903E+02      982.00
  0.73357E-01  0.21630E+03    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.89399E+02  0.49231E+02 -0.13863E+03 -0.25405E+01  0.92077E+01  0.26218E+02      982.00
  0.97391E-01  0.23813E+03    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10350E+03  0.47151E+02 -0.15065E+03 -0.20984E+01  0.86544E+01  0.31716E+02      982.00
  0.12112E+00  0.25929E+03    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11702E+03  0.45084E+02 -0.16210E+03 -0.15439E+01  0.80930E+01  0.36604E+02      982.00
  0.14456E+00  0.27902E+03    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12941E+03  0.43352E+02 -0.17276E+03 -0.91719E+00  0.77171E+01  0.40664E+02      982.00
  0.16778E+00  0.29652E+03    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14017E+03  0.42172E+02 -0.18234E+03 -0.24661E+00  0.75292E+01  0.43762E+02      982.00
  0.19084E+00  0.31113E+03    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14881E+03  0.41762E+02 -0.19057E+03  0.41183E+00  0.75183E+01  0.45916E+02      982.00
  0.21381E+00  0.32279E+03    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15529E+03  0.42155E+02 -0.19745E+03  0.10231E+01  0.76651E+01  0.47249E+02      982.00
  0.23675E+00  0.33199E+03    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15996E+03  0.43249E+02 -0.20321E+03  0.15767E+01  0.79282E+01  0.47936E+02      982.00
  0.25970E+00  0.33917E+03    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16310E+03  0.44955E+02 -0.20805E+03  0.20344E+01  0.82859E+01  0.48141E+02      982.00
  0.28270E+00  0.34504E+03    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16514E+03  0.47224E+02 -0.21237E+03  0.24169E+01  0.89353E+01  0.47940E+02      982.00
  0.30578E+00  0.34969E+03    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16628E+03  0.49817E+02 -0.21610E+03  0.27563E+01  0.94142E+01  0.47439E+02      982.00
  0.32896E+00  0.35357E+03    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16682E+03  0.52663E+02 -0.21949E+03  0.30927E+01  0.10061E+02  0.46598E+02      982.00
  0.35224E+00  0.35681E+03    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16680E+03  0.55788E+02 -0.22258E+03  0.34063E+01  0.10800E+02  0.45498E+02      982.00
  0.37563E+00  0.35958E+03    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16630E+03  0.59165E+02 -0.22547E+03  0.36991E+01  0.11627E+02  0.44185E+02      982.00
  0.39914E+00  0.36203E+03    0.21250E+00  0.21250E+00 -0.42500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16544E+03  0.62761E+02 -0.22820E+03  0.39776E+01  0.12546E+02  0.42692E+02      982.00
  0.42278E+00  0.36426E+03    0.22500E+00  0.22500E+00 -0.45000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16435E+03  0.66444E+02 -0.23079E+03  0.42580E+01  0.13500E+02  0.41028E+02      982.00
  0.44654E+00  0.36637E+03    0.23750E+00  0.23750E+00 -0.47500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16310E+03  0.70186E+02 -0.23328E+03  0.45306E+01  0.14473E+02  0.39236E+02      982.00
  0.47042E+00  0.36847E+03    0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16181E+03  0.73896E+02 -0.23571E+03  0.47988E+01  0.15408E+02  0.37359E+02      982.00
  0.49441E+00  0.37065E+03    0.26250E+00  0.26250E+00 -0.52500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16056E+03  0.77561E+02 -0.23812E+03  0.50531E+01  0.16274E+02  0.35461E+02      982.00
  0.51850E+00  0.37281E+03    0.27500E+00  0.27500E+00 -0.55000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15937E+03  0.81067E+02 -0.24044E+03  0.52691E+01  0.17008E+02  0.33517E+02      982.00
  0.54268E+00  0.37390E+03    0.28750E+00  0.28750E+00 -0.57500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15786E+03  0.84094E+02 -0.24195E+03  0.52829E+01  0.17315E+02  0.31714E+02      982.00
  0.56695E+00  0.37527E+03    0.30000E+00  0.30000E+00 -0.60000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15652E+03  0.87053E+02 -0.24358E+03  0.53003E+01  0.17568E+02  0.30030E+02      982.00
  0.59129E+00  0.37690E+03    0.31250E+00  0.31250E+00 -0.62500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15536E+03  0.89933E+02 -0.24530E+03  0.53340E+01  0.17767E+02  0.28453E+02      982.00
  0.61570E+00  0.37875E+03    0.32500E+00  0.32500E+00 -0.65000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15435E+03  0.92740E+02 -0.24709E+03  0.53759E+01  0.17920E+02  0.26979E+02      982.00
  0.64016E+00  0.38087E+03    0.33750E+00  0.33750E+00 -0.67500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15348E+03  0.95517E+02 -0.24900E+03  0.54335E+01  0.18059E+02  0.25619E+02      982.00
  0.66468E+00  0.38301E+03    0.35000E+00  0.35000E+00 -0.70000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15272E+03  0.98157E+02 -0.25087E+03  0.54562E+01  0.18098E+02  0.24373E+02      982.00
  0.68924E+00  0.38544E+03    0.36250E+00  0.36250E+00 -0.72500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15214E+03  0.10075E+03 -0.25289E+03  0.55322E+01  0.18151E+02  0.23165E+02      982.00
  0.71384E+00  0.38801E+03    0.37500E+00  0.37500E+00 -0.75000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15168E+03  0.10328E+03 -0.25495E+03  0.56186E+01  0.18180E+02  0.22026E+02      982.00
  0.73848E+00  0.39049E+03    0.38750E+00  0.38750E+00 -0.77500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15125E+03  0.10568E+03 -0.25692E+03  0.56771E+01  0.18127E+02  0.20953E+02      982.00
