  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.218   0.210   0.424
   0.025  26.000   0.219   0.213   0.429
   0.050  26.000   0.217   0.214   0.430
   0.075  26.000   0.214   0.213   0.427
   0.100  24.000   0.211   0.212   0.423
   0.125  23.000   0.209   0.211   0.421
   0.150  22.000   0.208   0.211   0.421
   0.175  23.000   0.206   0.211   0.420
   0.200  21.000   0.202   0.209   0.415
   0.225  22.000   0.197   0.205   0.405
   0.250  22.000   0.188   0.197   0.389
   0.275  22.000   0.178   0.188   0.370
   0.300  23.000   0.167   0.177   0.349
   0.325  23.000   0.157   0.167   0.328
   0.350  23.000   0.147   0.157   0.308
   0.375  23.000   0.138   0.148   0.290
   0.400  22.000   0.130   0.140   0.274
   0.425  23.000   0.123   0.133   0.260
   0.450  23.000   0.117   0.126   0.247
   0.475  23.000   0.112   0.121   0.236
   0.500  22.000   0.107   0.115   0.226
   0.525  22.000   0.107   0.115   0.225
   0.550  22.000   0.106   0.115   0.225
   0.575  22.000   0.106   0.115   0.225
   0.600  22.000   0.106   0.115   0.224
   0.625  22.000   0.106   0.114   0.224
   0.650  22.000   0.105   0.114   0.223
   0.675  22.000   0.105   0.114   0.223
   0.700  22.000   0.105   0.114   0.222
   0.725  22.000   0.105   0.113   0.222
   0.750  22.000   0.104   0.113   0.221
   0.775  22.000   0.104   0.113   0.220
   0.800  23.000   0.104   0.112   0.220
   0.825  23.000   0.104   0.112   0.219
   0.850  23.000   0.104   0.112   0.219
   0.875  23.000   0.103   0.112   0.218
   0.900  23.000   0.103   0.111   0.218
   0.925  23.000   0.103   0.111   0.217
   0.950  23.000   0.103   0.111   0.217
   0.975  22.000   0.102   0.110   0.216
   1.000  22.000   0.102   0.110   0.216
