  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.221   0.000   0.000
   0.025   2.000   0.194   0.000   0.000
   0.050   2.000   0.174   0.000   0.000
   0.075   2.000   0.161   0.000   0.000
   0.100   2.000   0.154   0.000   0.001
   0.125   2.000   0.152   0.000   0.001
   0.150   2.000   0.153   0.000   0.001
   0.175   2.000   0.158   0.001   0.003
   0.200   2.000   0.166   0.001   0.007
   0.225   2.000   0.177   0.003   0.016
   0.250   3.000   0.189   0.006   0.032
   0.275   5.000   0.204   0.009   0.053
   0.300   7.000   0.220   0.012   0.077
   0.325   7.000   0.236   0.014   0.101
   0.350   7.000   0.252   0.016   0.124
   0.375   7.000   0.266   0.017   0.144
   0.400   7.000   0.280   0.018   0.163
   0.425   7.000   0.293   0.017   0.179
   0.450   7.000   0.304   0.017   0.194
   0.475   7.000   0.315   0.016   0.207
   0.500   7.000   0.324   0.014   0.218
   0.525   8.000   0.333   0.013   0.229
   0.550   7.000   0.335   0.011   0.230
   0.575   7.000   0.336   0.010   0.231
   0.600   7.000   0.338   0.008   0.232
   0.625   8.000   0.339   0.007   0.232
   0.650   9.000   0.341   0.006   0.233
   0.675   9.000   0.342   0.005   0.234
   0.700  10.000   0.343   0.004   0.234
   0.725  10.000   0.344   0.003   0.235
   0.750  10.000   0.345   0.003   0.235
   0.775  10.000   0.346   0.002   0.236
   0.800  10.000   0.347   0.002   0.236
   0.825  10.000   0.347   0.002   0.236
   0.850  10.000   0.348   0.001   0.237
   0.875  10.000   0.349   0.001   0.237
   0.900  10.000   0.349   0.001   0.237
   0.925  10.000   0.350   0.001   0.237
   0.950  10.000   0.350   0.001   0.237
   0.975  10.000   0.351   0.000   0.238
   1.000  10.000   0.351   0.000   0.238
