          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.29400E+03    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.98667E+02  0.97116E+02 -0.19578E+03 -0.70054E+01  0.27969E+01 -0.25359E+01      982.00
  0.24972E-01  0.25891E+03    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.86882E+02  0.85606E+02 -0.17249E+03 -0.37090E+01  0.40445E+01 -0.65363E+00      982.00
  0.49955E-01  0.23890E+03    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.79640E+02  0.79560E+02 -0.15920E+03 -0.23179E+01  0.32505E+01  0.15396E+00      982.00
  0.74944E-01  0.23689E+03    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.78476E+02  0.79418E+02 -0.15789E+03 -0.18167E+01  0.20781E+01  0.75836E+00      982.00
  0.99939E-01  0.24469E+03    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.80766E+02  0.82334E+02 -0.16310E+03 -0.16425E+01  0.10696E+01  0.11907E+01      982.00
  0.12494E+00  0.26359E+03    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.87011E+02  0.88695E+02 -0.17571E+03 -0.17581E+01  0.23947E+00  0.14227E+01      982.00
  0.14993E+00  0.29168E+03    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.96572E+02  0.97854E+02 -0.19443E+03 -0.21967E+01 -0.47025E+00  0.14465E+01      982.00
  0.17493E+00  0.32180E+03    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10708E+03  0.10742E+03 -0.21450E+03 -0.27842E+01 -0.10701E+01  0.14944E+01      982.00
  0.19992E+00  0.35513E+03    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11857E+03  0.11813E+03 -0.23670E+03 -0.37365E+01 -0.16640E+01  0.13473E+01      982.00
  0.22492E+00  0.38543E+03    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12907E+03  0.12781E+03 -0.25688E+03 -0.47313E+01 -0.21891E+01  0.12986E+01      982.00
  0.24991E+00  0.41479E+03    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13906E+03  0.13736E+03 -0.27642E+03 -0.59358E+01 -0.27373E+01  0.91464E+00      982.00
  0.27490E+00  0.44199E+03    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14835E+03  0.14617E+03 -0.29452E+03 -0.72089E+01 -0.33134E+01  0.26358E+00      982.00
  0.29989E+00  0.46464E+03    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15588E+03  0.15369E+03 -0.30957E+03 -0.84168E+01 -0.37780E+01 -0.43157E+00      982.00
  0.32487E+00  0.48472E+03    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16263E+03  0.16028E+03 -0.32292E+03 -0.95554E+01 -0.42159E+01 -0.12066E+01      982.00
  0.34986E+00  0.50116E+03    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16825E+03  0.16558E+03 -0.33383E+03 -0.10561E+02 -0.45582E+01 -0.18955E+01      982.00
  0.37484E+00  0.51551E+03    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17320E+03  0.17015E+03 -0.34335E+03 -0.11453E+02 -0.48449E+01 -0.25897E+01      982.00
