  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.297   0.000   0.001
   0.025   2.000   0.277   0.000   0.001
   0.050   2.000   0.257   0.000   0.001
   0.075   2.000   0.247   0.000   0.001
   0.100   2.000   0.245   0.000   0.001
   0.125   2.000   0.249   0.000   0.002
   0.150   2.000   0.258   0.000   0.005
   0.175   2.000   0.271   0.000   0.012
   0.200   2.000   0.285   0.000   0.028
   0.225   4.000   0.299   0.001   0.053
   0.250   6.000   0.313   0.001   0.084
   0.275   6.000   0.326   0.001   0.115
   0.300   6.000   0.338   0.001   0.145
   0.325   6.000   0.349   0.002   0.171
   0.350   7.000   0.360   0.001   0.193
   0.375   8.000   0.369   0.001   0.212
   0.400   8.000   0.377   0.001   0.228
   0.425   8.000   0.385   0.001   0.242
   0.450   9.000   0.392   0.001   0.255
   0.475   9.000   0.398   0.001   0.265
   0.500   9.000   0.403   0.001   0.275
   0.525   9.000   0.408   0.000   0.283
   0.550  12.000   0.412   0.000   0.290
   0.575  12.000   0.416   0.000   0.296
   0.600  12.000   0.416   0.000   0.296
   0.625  12.000   0.416   0.000   0.296
   0.650  12.000   0.416   0.000   0.296
   0.675  12.000   0.416   0.000   0.296
   0.700  13.000   0.416   0.000   0.296
   0.725  13.000   0.416   0.000   0.296
   0.750  13.000   0.416   0.000   0.297
   0.775  14.000   0.417   0.000   0.297
   0.800  14.000   0.417   0.000   0.297
   0.825  14.000   0.417   0.000   0.297
   0.850  14.000   0.417   0.000   0.297
   0.875  14.000   0.417   0.000   0.297
   0.900  14.000   0.417   0.000   0.297
   0.925  14.000   0.417   0.000   0.297
   0.950  14.000   0.417   0.000   0.297
   0.975  14.000   0.417   0.000   0.297
   1.000  14.000   0.417   0.000   0.297
