  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   3.000   0.053   0.005   0.000
   0.025   3.000   0.050   0.005   0.000
   0.050   2.000   0.053   0.008   0.000
   0.075   3.000   0.047   0.013   0.000
   0.100   3.000   0.039   0.015   0.000
   0.125   3.000   0.037   0.019   0.001
   0.150   3.000   0.040   0.027   0.001
   0.175   4.000   0.046   0.040   0.001
   0.200   4.000   0.056   0.059   0.002
   0.225   4.000   0.070   0.083   0.002
   0.250   4.000   0.085   0.110   0.003
   0.275   4.000   0.100   0.139   0.004
   0.300   4.000   0.116   0.166   0.005
   0.325   4.000   0.130   0.192   0.007
   0.350   4.000   0.143   0.216   0.008
   0.375   4.000   0.155   0.237   0.010
   0.400   4.000   0.165   0.255   0.011
   0.425   4.000   0.173   0.272   0.013
   0.450   4.000   0.179   0.285   0.016
   0.475   4.000   0.175   0.283   0.017
   0.500   5.000   0.172   0.280   0.019
   0.525   5.000   0.168   0.277   0.020
   0.550   5.000   0.164   0.275   0.022
   0.575   5.000   0.161   0.272   0.024
   0.600   5.000   0.158   0.270   0.026
   0.625   5.000   0.154   0.267   0.028
   0.650   5.000   0.151   0.265   0.030
   0.675   5.000   0.148   0.262   0.032
   0.700   5.000   0.145   0.260   0.034
   0.725   5.000   0.142   0.258   0.036
   0.750   5.000   0.140   0.256   0.038
   0.775   5.000   0.137   0.253   0.040
   0.800   5.000   0.134   0.251   0.042
   0.825   5.000   0.132   0.249   0.044
   0.850   5.000   0.130   0.247   0.046
   0.875   6.000   0.128   0.245   0.048
   0.900   6.000   0.126   0.243   0.050
   0.925   6.000   0.124   0.241   0.052
   0.950   6.000   0.122   0.240   0.054
   0.975   6.000   0.121   0.238   0.056
   1.000   6.000   0.119   0.236   0.058
