  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.204   0.191   0.389
   0.025  23.000   0.201   0.190   0.387
   0.050  20.000   0.193   0.187   0.378
   0.075  19.000   0.185   0.182   0.366
   0.100  18.000   0.178   0.178   0.356
   0.125  15.000   0.172   0.174   0.347
   0.150  17.000   0.174   0.181   0.358
   0.175  19.000   0.177   0.187   0.368
   0.200  20.000   0.178   0.190   0.372
   0.225  21.000   0.176   0.190   0.372
   0.250  22.000   0.173   0.186   0.365
   0.275  21.000   0.167   0.181   0.354
   0.300  21.000   0.161   0.174   0.340
   0.325  21.000   0.153   0.166   0.325
   0.350  22.000   0.146   0.158   0.309
   0.375  22.000   0.138   0.150   0.293
   0.400  22.000   0.131   0.143   0.279
   0.425  22.000   0.125   0.136   0.265
   0.450  22.000   0.119   0.129   0.253
   0.475  22.000   0.114   0.124   0.241
   0.500  22.000   0.109   0.118   0.231
   0.525  22.000   0.105   0.114   0.222
   0.550  22.000   0.101   0.109   0.214
   0.575  22.000   0.101   0.109   0.214
   0.600  22.000   0.101   0.109   0.214
   0.625  22.000   0.101   0.109   0.213
   0.650  22.000   0.101   0.109   0.213
   0.675  22.000   0.101   0.109   0.213
   0.700  22.000   0.101   0.109   0.213
   0.725  22.000   0.101   0.109   0.213
   0.750  22.000   0.101   0.109   0.212
   0.775  22.000   0.101   0.108   0.212
   0.800  23.000   0.100   0.108   0.212
   0.825  23.000   0.100   0.108   0.212
   0.850  23.000   0.100   0.108   0.212
   0.875  23.000   0.100   0.108   0.212
   0.900  23.000   0.100   0.108   0.212
   0.925  23.000   0.100   0.108   0.211
   0.950  23.000   0.100   0.108   0.211
   0.975  23.000   0.100   0.108   0.211
   1.000  23.000   0.100   0.108   0.211
