  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.165   0.000   0.000
   0.025   2.000   0.154   0.000   0.000
   0.050   2.000   0.152   0.000   0.000
   0.075   2.000   0.161   0.001   0.000
   0.100   2.000   0.180   0.002   0.001
   0.125   2.000   0.208   0.005   0.004
   0.150   3.000   0.237   0.014   0.015
   0.175   3.000   0.248   0.023   0.027
   0.200   5.000   0.256   0.033   0.042
   0.225   5.000   0.265   0.044   0.061
   0.250   7.000   0.275   0.056   0.081
   0.275   7.000   0.285   0.067   0.101
   0.300   7.000   0.295   0.076   0.119
   0.325   7.000   0.305   0.084   0.135
   0.350   7.000   0.313   0.090   0.149
   0.375   7.000   0.321   0.094   0.162
   0.400   7.000   0.329   0.098   0.173
   0.425   7.000   0.336   0.100   0.183
   0.450   7.000   0.343   0.102   0.193
   0.475   7.000   0.349   0.102   0.202
   0.500   7.000   0.355   0.102   0.210
   0.525   7.000   0.361   0.101   0.218
   0.550   7.000   0.366   0.100   0.225
   0.575   7.000   0.372   0.098   0.232
   0.600   7.000   0.373   0.094   0.235
   0.625   7.000   0.375   0.089   0.238
   0.650   7.000   0.376   0.085   0.241
   0.675   7.000   0.378   0.080   0.244
   0.700   7.000   0.380   0.075   0.247
   0.725   7.000   0.382   0.070   0.250
   0.750   7.000   0.384   0.065   0.253
   0.775   7.000   0.387   0.060   0.257
   0.800   7.000   0.389   0.055   0.260
   0.825   7.000   0.391   0.050   0.263
   0.850   7.000   0.394   0.045   0.267
   0.875   7.000   0.396   0.040   0.270
   0.900   7.000   0.398   0.036   0.273
   0.925   8.000   0.401   0.031   0.276
   0.950   8.000   0.403   0.027   0.278
   0.975   8.000   0.405   0.023   0.281
   1.000   8.000   0.408   0.020   0.283
