  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  28.000   0.217   0.203   0.414
   0.025  28.000   0.221   0.205   0.419
   0.050  27.000   0.221   0.206   0.420
   0.075  27.000   0.217   0.204   0.416
   0.100  26.000   0.210   0.201   0.407
   0.125  25.000   0.198   0.194   0.390
   0.150  22.000   0.186   0.182   0.366
   0.175  21.000   0.178   0.173   0.350
   0.200  21.000   0.170   0.165   0.334
   0.225  23.000   0.160   0.156   0.314
   0.250  23.000   0.148   0.146   0.294
   0.275  26.000   0.137   0.136   0.273
   0.300  26.000   0.127   0.128   0.255
   0.325  27.000   0.118   0.120   0.239
   0.350  27.000   0.111   0.113   0.225
   0.375  27.000   0.104   0.107   0.212
   0.400  26.000   0.098   0.102   0.201
   0.425  26.000   0.092   0.097   0.191
   0.450  27.000   0.088   0.093   0.182
   0.475  27.000   0.084   0.089   0.174
   0.500  27.000   0.080   0.085   0.167
   0.525  28.000   0.077   0.082   0.161
   0.550  28.000   0.074   0.079   0.155
   0.575  28.000   0.071   0.077   0.150
   0.600  28.000   0.071   0.077   0.150
   0.625  29.000   0.071   0.077   0.150
   0.650  30.000   0.071   0.077   0.150
   0.675  30.000   0.071   0.077   0.150
   0.700  30.000   0.071   0.077   0.150
   0.725  30.000   0.071   0.077   0.150
   0.750  29.000   0.071   0.077   0.150
   0.775  28.000   0.070   0.077   0.150
   0.800  28.000   0.070   0.076   0.149
   0.825  28.000   0.070   0.076   0.149
   0.850  28.000   0.070   0.076   0.149
   0.875  28.000   0.070   0.076   0.148
   0.900  28.000   0.070   0.076   0.148
   0.925  28.000   0.069   0.076   0.147
   0.950  28.000   0.069   0.075   0.147
   0.975  28.000   0.069   0.075   0.146
   1.000  28.000   0.069   0.075   0.146
