  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.274   0.000   0.000
   0.025   2.000   0.295   0.000   0.001
   0.050   2.000   0.318   0.000   0.004
   0.075   2.000   0.299   0.000   0.005
   0.100   2.000   0.272   0.000   0.005
   0.125   2.000   0.248   0.000   0.006
   0.150   1.000   0.228   0.000   0.008
   0.175   1.000   0.214   0.000   0.011
   0.200   1.000   0.208   0.000   0.017
   0.225   1.000   0.208   0.000   0.028
   0.250   3.000   0.213   0.000   0.045
   0.275   4.000   0.222   0.001   0.065
   0.300   5.000   0.233   0.001   0.088
   0.325   6.000   0.246   0.001   0.111
   0.350   6.000   0.258   0.001   0.132
   0.375   6.000   0.272   0.001   0.152
   0.400   6.000   0.284   0.001   0.170
   0.425   7.000   0.295   0.001   0.186
   0.450   7.000   0.305   0.001   0.200
   0.475   7.000   0.315   0.000   0.212
   0.500   7.000   0.324   0.000   0.222
   0.525   8.000   0.332   0.000   0.232
   0.550   8.000   0.339   0.000   0.240
   0.575   8.000   0.345   0.000   0.248
   0.600   8.000   0.346   0.000   0.247
   0.625   9.000   0.346   0.000   0.246
   0.650   9.000   0.346   0.000   0.245
   0.675  10.000   0.347   0.000   0.245
   0.700  11.000   0.347   0.000   0.244
   0.725  11.000   0.347   0.000   0.244
   0.750  11.000   0.347   0.000   0.243
   0.775  11.000   0.347   0.000   0.243
   0.800  12.000   0.348   0.000   0.243
   0.825  13.000   0.348   0.000   0.243
   0.850  13.000   0.348   0.000   0.242
   0.875  13.000   0.348   0.000   0.242
   0.900  13.000   0.348   0.000   0.242
   0.925  13.000   0.348   0.000   0.242
   0.950  13.000   0.348   0.000   0.242
   0.975  13.000   0.348   0.000   0.242
   1.000  13.000   0.349   0.000   0.241
