          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.22457E+03    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.83426E+02  0.65192E+02 -0.14862E+03  0.26686E+01  0.11310E+02  0.52200E+01      982.00
  0.24817E-01  0.20806E+03    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.78167E+02  0.59731E+02 -0.13790E+03  0.13050E+01  0.76996E+01  0.47160E+01      982.00
  0.49671E-01  0.20121E+03    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.77014E+02  0.56312E+02 -0.13333E+03  0.78448E+00  0.58356E+01  0.46585E+01      982.00
  0.74519E-01  0.20547E+03    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.80799E+02  0.55100E+02 -0.13590E+03  0.86335E+00  0.53084E+01  0.52259E+01      982.00
  0.99321E-01  0.21889E+03    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.88753E+02  0.55579E+02 -0.14433E+03  0.12383E+01  0.55625E+01  0.62748E+01      982.00
  0.12405E+00  0.23916E+03    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.99837E+02  0.57274E+02 -0.15711E+03  0.17990E+01  0.63304E+01  0.75603E+01      982.00
  0.14868E+00  0.26267E+03    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11208E+03  0.59892E+02 -0.17197E+03  0.24782E+01  0.74580E+01  0.86892E+01      982.00
  0.17323E+00  0.28574E+03    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12349E+03  0.63171E+02 -0.18666E+03  0.32151E+01  0.88233E+01  0.93697E+01      982.00
  0.19773E+00  0.30634E+03    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13306E+03  0.66845E+02 -0.19991E+03  0.39552E+01  0.10326E+02  0.95322E+01      982.00
  0.22220E+00  0.32395E+03    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14066E+03  0.70710E+02 -0.21137E+03  0.46649E+01  0.11902E+02  0.92347E+01      982.00
  0.24667E+00  0.33902E+03    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14664E+03  0.74663E+02 -0.22131E+03  0.53351E+01  0.13546E+02  0.85188E+01      982.00
  0.27115E+00  0.35206E+03    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15132E+03  0.78672E+02 -0.22999E+03  0.59600E+01  0.15265E+02  0.74264E+01      982.00
  0.29565E+00  0.36367E+03    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15503E+03  0.82761E+02 -0.23779E+03  0.65400E+01  0.17097E+02  0.60012E+01      982.00
  0.32017E+00  0.37431E+03    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15802E+03  0.86951E+02 -0.24497E+03  0.70732E+01  0.19094E+02  0.42681E+01      982.00
  0.34471E+00  0.38428E+03    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16042E+03  0.91279E+02 -0.25169E+03  0.75502E+01  0.21292E+02  0.23151E+01      982.00
  0.36927E+00  0.39360E+03    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16227E+03  0.95695E+02 -0.25797E+03  0.79384E+01  0.23621E+02  0.24402E+00      982.00
