TEXTURE AT STRAIN =    0.5000
   1.098   1.104   0.821  <-- length of phase ellipsoid axes
  111.40   11.26 -116.33  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
  100.72  141.24 -104.68   0.0016500
