TEXTURE AT STRAIN =    0.9500
   1.235   1.310   0.604  <-- length of phase ellipsoid axes
   76.27   11.75    1.37  <-- Euler angles (deg) of phase ellipsoid axes
B       500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
   81.03  153.44 -130.31   0.0016500
