  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   6.000   0.023   0.024   0.003
   0.025   4.000   0.018   0.017   0.002
   0.050   4.000   0.016   0.013   0.002
   0.075   4.000   0.017   0.014   0.002
   0.100   4.000   0.021   0.019   0.002
   0.125   6.000   0.028   0.032   0.004
   0.150   6.000   0.038   0.052   0.006
   0.175   6.000   0.051   0.079   0.010
   0.200   6.000   0.066   0.115   0.015
   0.225   6.000   0.083   0.154   0.022
   0.250   7.000   0.099   0.194   0.030
   0.275   7.000   0.113   0.233   0.040
   0.300   8.000   0.123   0.266   0.051
   0.325   8.000   0.130   0.290   0.063
   0.350   8.000   0.134   0.303   0.075
   0.375   8.000   0.136   0.309   0.085
   0.400   8.000   0.137   0.311   0.095
   0.425   8.000   0.138   0.309   0.103
   0.450   8.000   0.138   0.306   0.111
   0.475   8.000   0.137   0.302   0.119
   0.500   8.000   0.133   0.296   0.125
   0.525   8.000   0.130   0.289   0.130
   0.550   8.000   0.127   0.283   0.135
   0.575   8.000   0.124   0.277   0.139
   0.600   8.000   0.121   0.271   0.143
   0.625   9.000   0.118   0.266   0.146
   0.650   9.000   0.116   0.260   0.148
   0.675   9.000   0.114   0.256   0.150
   0.700   9.000   0.113   0.251   0.151
   0.725   9.000   0.111   0.247   0.152
   0.750   9.000   0.109   0.243   0.152
   0.775   9.000   0.108   0.239   0.152
   0.800   9.000   0.107   0.235   0.151
   0.825   9.000   0.106   0.232   0.150
   0.850   8.000   0.105   0.229   0.148
   0.875   8.000   0.104   0.226   0.146
   0.900   8.000   0.104   0.223   0.144
   0.925   8.000   0.103   0.221   0.142
   0.950   8.000   0.103   0.219   0.140
   0.975   8.000   0.103   0.217   0.137
   1.000   8.000   0.103   0.216   0.135
