TEXTURE AT STRAIN =    1.0000
   2.780   2.840   0.105  <-- length of phase ellipsoid axes
    3.90    0.45    0.00  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
  166.21   82.42 -159.93   0.0003500
