TEXTURE AT STRAIN =    0.2000
   1.002   1.026   0.973  <-- length of phase ellipsoid axes
   -5.46   21.45   85.74  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
  169.97   54.23 -125.69   0.0016500
