  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  30.000   0.213   0.220   0.437
   0.025  29.000   0.217   0.226   0.447
   0.050  28.000   0.218   0.230   0.453
   0.075  28.000   0.217   0.231   0.455
   0.100  28.000   0.215   0.230   0.452
   0.125  28.000   0.210   0.226   0.443
   0.150  28.000   0.202   0.218   0.428
   0.175  30.000   0.191   0.207   0.405
   0.200  29.000   0.178   0.193   0.378
   0.225  29.000   0.164   0.179   0.349
   0.250  29.000   0.151   0.165   0.322
   0.275  28.000   0.139   0.152   0.296
   0.300  28.000   0.129   0.140   0.274
   0.325  28.000   0.120   0.130   0.254
   0.350  29.000   0.112   0.121   0.237
   0.375  28.000   0.105   0.113   0.222
   0.400  28.000   0.099   0.107   0.209
   0.425  27.000   0.094   0.100   0.197
   0.450  27.000   0.089   0.095   0.187
   0.475  28.000   0.086   0.090   0.178
   0.500  26.000   0.083   0.086   0.170
   0.525  27.000   0.084   0.086   0.170
   0.550  28.000   0.085   0.086   0.172
   0.575  26.000   0.086   0.087   0.173
   0.600  26.000   0.087   0.088   0.176
   0.625  26.000   0.089   0.090   0.179
   0.650  26.000   0.091   0.092   0.183
   0.675  25.000   0.093   0.094   0.187
   0.700  25.000   0.095   0.096   0.191
   0.725  26.000   0.097   0.098   0.195
   0.750  26.000   0.100   0.100   0.200
   0.775  27.000   0.102   0.102   0.204
   0.800  27.000   0.105   0.104   0.208
   0.825  27.000   0.108   0.105   0.212
   0.850  28.000   0.110   0.107   0.216
   0.875  28.000   0.113   0.109   0.221
   0.900  27.000   0.116   0.111   0.225
   0.925  28.000   0.119   0.113   0.229
   0.950  28.000   0.122   0.114   0.233
   0.975  28.000   0.124   0.116   0.237
   1.000  28.000   0.127   0.118   0.241
