  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   3.000   0.046   0.010   0.000
   0.025   3.000   0.042   0.010   0.000
   0.050   3.000   0.041   0.014   0.001
   0.075   3.000   0.041   0.021   0.001
   0.100   4.000   0.047   0.034   0.001
   0.125   3.000   0.047   0.044   0.002
   0.150   3.000   0.035   0.041   0.002
   0.175   3.000   0.035   0.045   0.002
   0.200   3.000   0.041   0.056   0.002
   0.225   3.000   0.053   0.073   0.003
   0.250   3.000   0.068   0.095   0.004
   0.275   3.000   0.085   0.120   0.005
   0.300   3.000   0.101   0.147   0.007
   0.325   3.000   0.117   0.174   0.009
   0.350   3.000   0.132   0.199   0.012
   0.375   3.000   0.144   0.222   0.015
   0.400   3.000   0.154   0.242   0.019
   0.425   3.000   0.161   0.259   0.023
   0.450   3.000   0.167   0.273   0.028
   0.475   3.000   0.161   0.268   0.031
   0.500   3.000   0.156   0.264   0.034
   0.525   5.000   0.151   0.260   0.037
   0.550   5.000   0.146   0.256   0.041
   0.575   5.000   0.142   0.253   0.044
   0.600   5.000   0.138   0.250   0.048
   0.625   5.000   0.135   0.247   0.051
   0.650   5.000   0.131   0.244   0.055
   0.675   5.000   0.128   0.241   0.059
   0.700   5.000   0.125   0.238   0.062
   0.725   5.000   0.123   0.236   0.066
   0.750   5.000   0.120   0.234   0.069
   0.775   5.000   0.118   0.231   0.072
   0.800   5.000   0.116   0.229   0.075
   0.825   5.000   0.114   0.227   0.078
   0.850   5.000   0.113   0.225   0.080
   0.875   5.000   0.111   0.224   0.083
   0.900   5.000   0.110   0.222   0.085
   0.925   5.000   0.108   0.221   0.087
   0.950   5.000   0.107   0.219   0.089
   0.975   5.000   0.106   0.218   0.091
   1.000   5.000   0.105   0.217   0.092
