          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.14064E+03    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.41508E+02  0.47549E+02 -0.89057E+02  0.12907E+01 -0.19677E+01  0.25101E+02      982.00
  0.23746E-01  0.14281E+03    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.41957E+02  0.47795E+02 -0.89752E+02  0.12511E+01 -0.18622E+01  0.27255E+02      982.00
  0.47314E-01  0.14803E+03    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.43025E+02  0.49021E+02 -0.92046E+02  0.10212E+01 -0.19304E+01  0.30603E+02      982.00
  0.70631E-01  0.15628E+03    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.44443E+02  0.51350E+02 -0.95793E+02  0.61818E+00 -0.21263E+01  0.35250E+02      982.00
  0.93617E-01  0.16684E+03    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.45762E+02  0.54705E+02 -0.10047E+03  0.15347E+00 -0.24000E+01  0.41016E+02      982.00
  0.11620E+00  0.18050E+03    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.47170E+02  0.59088E+02 -0.10626E+03 -0.24675E+00 -0.28123E+01  0.48467E+02      982.00
  0.13827E+00  0.20039E+03    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.49317E+02  0.65010E+02 -0.11433E+03 -0.55630E+00 -0.34474E+01  0.59232E+02      982.00
  0.15967E+00  0.22969E+03    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.52651E+02  0.73118E+02 -0.12577E+03 -0.85527E+00 -0.42624E+01  0.74825E+02      982.00
  0.18020E+00  0.27020E+03    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.57357E+02  0.83714E+02 -0.14107E+03 -0.12491E+01 -0.51660E+01  0.95963E+02      982.00
  0.19978E+00  0.31996E+03    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.63199E+02  0.96185E+02 -0.15938E+03 -0.17494E+01 -0.60634E+01  0.12149E+03      982.00
  0.21846E+00  0.37012E+03    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.69182E+02  0.10839E+03 -0.17757E+03 -0.22836E+01 -0.67937E+01  0.14689E+03      982.00
  0.23645E+00  0.41364E+03    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.74591E+02  0.11863E+03 -0.19322E+03 -0.27297E+01 -0.73310E+01  0.16878E+03      982.00
