  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  14.000   0.000   0.000   0.002
   0.025  13.000   0.000   0.000   0.002
   0.050  11.000   0.000   0.000   0.004
   0.075  11.000   0.000   0.000   0.004
   0.100  12.000   0.000   0.000   0.005
   0.125  12.000   0.000   0.001   0.008
   0.150  12.000   0.000   0.001   0.016
   0.175  12.000   0.000   0.002   0.035
   0.200  12.000   0.000   0.004   0.068
   0.225  12.000   0.000   0.006   0.112
   0.250  11.000   0.001   0.009   0.157
   0.275  12.000   0.003   0.012   0.200
   0.300  12.000   0.004   0.016   0.240
   0.325  12.000   0.006   0.019   0.275
   0.350  12.000   0.008   0.024   0.306
   0.375  12.000   0.010   0.029   0.332
   0.400  12.000   0.013   0.035   0.354
   0.425  12.000   0.016   0.042   0.372
   0.450  12.000   0.018   0.047   0.363
   0.475  12.000   0.020   0.051   0.354
   0.500  12.000   0.022   0.056   0.346
   0.525  11.000   0.024   0.061   0.338
   0.550  11.000   0.026   0.066   0.330
   0.575  11.000   0.028   0.071   0.322
   0.600  11.000   0.030   0.076   0.314
   0.625  11.000   0.032   0.081   0.306
   0.650  11.000   0.034   0.086   0.299
   0.675  11.000   0.036   0.090   0.292
   0.700  11.000   0.037   0.095   0.285
   0.725  11.000   0.039   0.099   0.279
   0.750  11.000   0.041   0.104   0.272
   0.775  11.000   0.043   0.108   0.266
   0.800  11.000   0.045   0.112   0.260
   0.825  10.000   0.046   0.116   0.254
   0.850  10.000   0.048   0.119   0.249
   0.875  10.000   0.049   0.123   0.243
   0.900  10.000   0.051   0.127   0.238
   0.925  10.000   0.052   0.130   0.233
   0.950  10.000   0.054   0.133   0.228
   0.975  10.000   0.055   0.136   0.223
   1.000  10.000   0.057   0.139   0.219
