  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.150   0.001   0.000
   0.025   2.000   0.138   0.001   0.000
   0.050   2.000   0.133   0.001   0.000
   0.075   2.000   0.136   0.001   0.000
   0.100   2.000   0.145   0.002   0.001
   0.125   2.000   0.160   0.004   0.002
   0.150   3.000   0.181   0.012   0.005
   0.175   3.000   0.210   0.031   0.017
   0.200   4.000   0.239   0.059   0.038
   0.225   5.000   0.250   0.074   0.053
   0.250   6.000   0.257   0.088   0.066
   0.275   5.000   0.264   0.102   0.080
   0.300   6.000   0.271   0.116   0.094
   0.325   8.000   0.279   0.130   0.106
   0.350   8.000   0.286   0.142   0.117
   0.375   8.000   0.293   0.153   0.127
   0.400   8.000   0.299   0.163   0.134
   0.425   8.000   0.305   0.172   0.140
   0.450   8.000   0.311   0.180   0.145
   0.475   8.000   0.315   0.188   0.149
   0.500   8.000   0.320   0.196   0.151
   0.525   8.000   0.324   0.203   0.153
   0.550   8.000   0.327   0.210   0.153
   0.575   8.000   0.327   0.214   0.149
   0.600   8.000   0.326   0.218   0.145
   0.625   8.000   0.325   0.222   0.141
   0.650   8.000   0.324   0.227   0.136
   0.675   8.000   0.323   0.232   0.131
   0.700   8.000   0.322   0.238   0.126
   0.725   8.000   0.321   0.244   0.120
   0.750   8.000   0.319   0.251   0.114
   0.775   8.000   0.318   0.258   0.108
   0.800   8.000   0.316   0.265   0.102
   0.825   8.000   0.314   0.273   0.095
   0.850   8.000   0.313   0.280   0.088
   0.875   8.000   0.311   0.288   0.081
   0.900   7.000   0.309   0.296   0.073
   0.925   6.000   0.306   0.303   0.066
   0.950   6.000   0.304   0.311   0.059
   0.975   6.000   0.302   0.317   0.053
   1.000   5.000   0.300   0.324   0.047
