  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.194   0.000   0.000
   0.025   2.000   0.181   0.000   0.000
   0.050   2.000   0.162   0.000   0.000
   0.075   2.000   0.148   0.000   0.000
   0.100   2.000   0.141   0.000   0.000
   0.125   2.000   0.140   0.000   0.001
   0.150   2.000   0.143   0.001   0.001
   0.175   2.000   0.150   0.002   0.003
   0.200   2.000   0.158   0.004   0.007
   0.225   3.000   0.169   0.008   0.015
   0.250   7.000   0.181   0.014   0.030
   0.275   7.000   0.195   0.022   0.049
   0.300   7.000   0.211   0.030   0.070
   0.325   7.000   0.226   0.037   0.090
   0.350   7.000   0.241   0.043   0.110
   0.375   7.000   0.255   0.047   0.128
   0.400   7.000   0.268   0.050   0.144
   0.425   7.000   0.280   0.051   0.158
   0.450   7.000   0.291   0.052   0.172
   0.475   7.000   0.301   0.052   0.184
   0.500   7.000   0.310   0.051   0.196
   0.525   7.000   0.312   0.047   0.198
   0.550   7.000   0.314   0.043   0.201
   0.575   7.000   0.316   0.040   0.203
   0.600   7.000   0.318   0.036   0.206
   0.625   7.000   0.320   0.033   0.208
   0.650   7.000   0.322   0.029   0.210
   0.675   7.000   0.324   0.026   0.213
   0.700   7.000   0.326   0.023   0.215
   0.725   7.000   0.328   0.020   0.217
   0.750   7.000   0.330   0.018   0.218
   0.775   7.000   0.332   0.015   0.220
   0.800   8.000   0.334   0.013   0.222
   0.825   8.000   0.335   0.011   0.223
   0.850   8.000   0.337   0.010   0.224
   0.875   9.000   0.338   0.008   0.226
   0.900   9.000   0.340   0.007   0.227
   0.925   9.000   0.341   0.006   0.228
   0.950   9.000   0.342   0.005   0.228
   0.975   9.000   0.343   0.004   0.229
   1.000   9.000   0.344   0.003   0.230
