  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.276   0.000   0.001
   0.025   2.000   0.248   0.000   0.001
   0.050   2.000   0.223   0.000   0.001
   0.075   2.000   0.204   0.000   0.001
   0.100   2.000   0.192   0.000   0.001
   0.125   2.000   0.185   0.000   0.001
   0.150   2.000   0.184   0.000   0.002
   0.175   2.000   0.188   0.000   0.004
   0.200   2.000   0.196   0.000   0.008
   0.225   2.000   0.206   0.000   0.016
   0.250   4.000   0.220   0.000   0.033
   0.275   4.000   0.234   0.000   0.055
   0.300   7.000   0.249   0.000   0.081
   0.325   8.000   0.263   0.000   0.106
   0.350   9.000   0.276   0.000   0.130
   0.375  11.000   0.288   0.000   0.152
   0.400  11.000   0.299   0.000   0.171
   0.425  11.000   0.309   0.000   0.188
   0.450  11.000   0.317   0.000   0.203
   0.475  11.000   0.325   0.000   0.215
   0.500  11.000   0.332   0.000   0.227
   0.525  11.000   0.338   0.000   0.237
   0.550  11.000   0.343   0.000   0.246
   0.575  11.000   0.343   0.000   0.245
   0.600  11.000   0.343   0.000   0.245
   0.625  11.000   0.342   0.000   0.245
   0.650  11.000   0.342   0.000   0.245
   0.675  11.000   0.341   0.000   0.245
   0.700  11.000   0.341   0.000   0.245
   0.725  10.000   0.340   0.000   0.245
   0.750  10.000   0.339   0.000   0.246
   0.775  10.000   0.338   0.000   0.246
   0.800  10.000   0.338   0.000   0.246
   0.825  10.000   0.337   0.000   0.247
   0.850   9.000   0.336   0.000   0.247
   0.875   9.000   0.335   0.000   0.248
   0.900   9.000   0.335   0.000   0.248
   0.925   9.000   0.334   0.000   0.249
   0.950   9.000   0.333   0.000   0.250
   0.975   9.000   0.333   0.000   0.250
   1.000   9.000   0.332   0.000   0.251
