  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  23.000   0.212   0.210   0.421
   0.025  23.000   0.215   0.213   0.428
   0.050  23.000   0.215   0.215   0.431
   0.075  23.000   0.214   0.216   0.431
   0.100  23.000   0.212   0.215   0.428
   0.125  23.000   0.209   0.213   0.424
   0.150  22.000   0.205   0.210   0.417
   0.175  22.000   0.199   0.205   0.407
   0.200  22.000   0.192   0.198   0.392
   0.225  22.000   0.183   0.188   0.374
   0.250  23.000   0.173   0.177   0.352
   0.275  22.000   0.161   0.166   0.329
   0.300  22.000   0.150   0.154   0.306
   0.325  22.000   0.139   0.143   0.284
   0.350  20.000   0.130   0.134   0.265
   0.375  20.000   0.122   0.125   0.248
   0.400  19.000   0.115   0.119   0.235
   0.425  16.000   0.110   0.114   0.225
   0.450  16.000   0.107   0.110   0.219
   0.475  18.000   0.104   0.108   0.214
   0.500  18.000   0.103   0.107   0.212
   0.525  19.000   0.102   0.106   0.209
   0.550  19.000   0.105   0.110   0.216
   0.575  19.000   0.108   0.113   0.223
   0.600  19.000   0.110   0.116   0.228
   0.625  20.000   0.112   0.118   0.233
   0.650  20.000   0.113   0.120   0.236
   0.675  22.000   0.114   0.122   0.239
   0.700  22.000   0.115   0.123   0.242
   0.725  23.000   0.116   0.124   0.244
   0.750  23.000   0.116   0.126   0.246
   0.775  23.000   0.117   0.127   0.248
   0.800  23.000   0.118   0.127   0.249
   0.825  21.000   0.118   0.128   0.251
   0.850  21.000   0.119   0.129   0.252
   0.875  21.000   0.119   0.130   0.253
   0.900  21.000   0.120   0.130   0.255
   0.925  21.000   0.120   0.131   0.256
   0.950  21.000   0.121   0.132   0.257
   0.975  21.000   0.121   0.132   0.258
   1.000  21.000   0.122   0.133   0.260
