  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.155   0.002   0.000
   0.025   2.000   0.142   0.002   0.000
   0.050   1.000   0.137   0.002   0.000
   0.075   1.000   0.136   0.003   0.000
   0.100   1.000   0.140   0.004   0.001
   0.125   1.000   0.147   0.007   0.002
   0.150   2.000   0.156   0.012   0.003
   0.175   3.000   0.165   0.022   0.007
   0.200   3.000   0.175   0.036   0.013
   0.225   3.000   0.186   0.054   0.021
   0.250   6.000   0.197   0.074   0.031
   0.275   6.000   0.208   0.095   0.043
   0.300   6.000   0.219   0.114   0.054
   0.325   7.000   0.229   0.133   0.064
   0.350   8.000   0.239   0.150   0.073
   0.375   8.000   0.247   0.166   0.080
   0.400   8.000   0.254   0.181   0.086
   0.425   8.000   0.260   0.194   0.090
   0.450   8.000   0.266   0.207   0.093
   0.475   8.000   0.270   0.219   0.093
   0.500   8.000   0.273   0.230   0.093
   0.525   8.000   0.276   0.241   0.090
   0.550   8.000   0.272   0.245   0.084
   0.575   8.000   0.266   0.246   0.077
   0.600   8.000   0.258   0.245   0.068
   0.625   7.000   0.251   0.244   0.061
   0.650   6.000   0.245   0.244   0.055
   0.675   6.000   0.239   0.245   0.049
   0.700   6.000   0.234   0.246   0.044
   0.725   5.000   0.230   0.248   0.040
   0.750   5.000   0.226   0.250   0.035
   0.775   4.000   0.223   0.253   0.032
   0.800   4.000   0.219   0.255   0.028
   0.825   4.000   0.216   0.258   0.025
   0.850   4.000   0.213   0.260   0.022
   0.875   4.000   0.211   0.262   0.019
   0.900   4.000   0.208   0.264   0.017
   0.925   4.000   0.206   0.266   0.015
   0.950   4.000   0.203   0.268   0.013
   0.975   4.000   0.201   0.269   0.011
   1.000   4.000   0.198   0.270   0.010
