  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  23.000   0.201   0.202   0.403
   0.025  21.000   0.204   0.205   0.410
   0.050  21.000   0.207   0.211   0.419
   0.075  22.000   0.209   0.215   0.427
   0.100  21.000   0.209   0.218   0.431
   0.125  21.000   0.208   0.219   0.431
   0.150  21.000   0.207   0.218   0.429
   0.175  21.000   0.205   0.216   0.425
   0.200  21.000   0.201   0.212   0.418
   0.225  21.000   0.196   0.206   0.406
   0.250  21.000   0.187   0.198   0.390
   0.275  21.000   0.177   0.188   0.369
   0.300  21.000   0.166   0.177   0.347
   0.325  22.000   0.155   0.166   0.325
   0.350  22.000   0.145   0.156   0.305
   0.375  22.000   0.136   0.146   0.287
   0.400  23.000   0.128   0.138   0.271
   0.425  23.000   0.122   0.131   0.257
   0.450  23.000   0.115   0.125   0.244
   0.475  23.000   0.110   0.119   0.233
   0.500  23.000   0.105   0.114   0.223
   0.525  23.000   0.105   0.114   0.222
   0.550  23.000   0.105   0.113   0.222
   0.575  23.000   0.105   0.113   0.222
   0.600  23.000   0.105   0.113   0.221
   0.625  23.000   0.104   0.113   0.221
   0.650  23.000   0.104   0.112   0.220
   0.675  23.000   0.104   0.112   0.220
   0.700  23.000   0.104   0.112   0.219
   0.725  23.000   0.103   0.112   0.218
   0.750  23.000   0.103   0.111   0.218
   0.775  23.000   0.103   0.111   0.217
   0.800  23.000   0.103   0.111   0.217
   0.825  23.000   0.103   0.110   0.216
   0.850  23.000   0.102   0.110   0.216
   0.875  23.000   0.102   0.110   0.215
   0.900  23.000   0.102   0.109   0.214
   0.925  22.000   0.102   0.109   0.214
   0.950  22.000   0.101   0.109   0.213
   0.975  22.000   0.101   0.109   0.213
   1.000  22.000   0.101   0.108   0.212
