          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.25765E+03    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.89419E+02  0.81881E+02 -0.17130E+03  0.10345E+01 -0.10211E+02 -0.72777E+00      982.00
  0.24932E-01  0.24926E+03    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.86805E+02  0.78988E+02 -0.16579E+03  0.18938E+01 -0.86978E+01 -0.43174E+00      982.00
  0.49875E-01  0.24902E+03    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.87432E+02  0.78209E+02 -0.16564E+03  0.22683E+01 -0.81055E+01 -0.43435E+00      982.00
  0.74819E-01  0.25300E+03    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.89810E+02  0.78475E+02 -0.16829E+03  0.21146E+01 -0.76961E+01 -0.84345E+00      982.00
  0.99762E-01  0.25972E+03    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.93373E+02  0.79365E+02 -0.17274E+03  0.15246E+01 -0.72818E+01 -0.13622E+01      982.00
  0.12470E+00  0.27130E+03    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.98773E+02  0.81615E+02 -0.18039E+03  0.71958E+00 -0.72498E+01 -0.16636E+01      982.00
  0.14964E+00  0.28938E+03    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10642E+03  0.85904E+02 -0.19232E+03 -0.13148E+00 -0.79195E+01 -0.19940E+01      982.00
  0.17456E+00  0.31153E+03    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11514E+03  0.91808E+02 -0.20695E+03 -0.93416E+00 -0.92548E+01 -0.25860E+01      982.00
  0.19947E+00  0.33455E+03    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12363E+03  0.98520E+02 -0.22215E+03 -0.16539E+01 -0.11066E+02 -0.34105E+01      982.00
  0.22437E+00  0.35661E+03    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13126E+03  0.10545E+03 -0.23672E+03 -0.22890E+01 -0.13195E+02 -0.44038E+01      982.00
  0.24926E+00  0.37762E+03    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13805E+03  0.11251E+03 -0.25057E+03 -0.28508E+01 -0.15640E+02 -0.54050E+01      982.00
  0.27415E+00  0.39764E+03    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14406E+03  0.11967E+03 -0.26373E+03 -0.33396E+01 -0.18418E+02 -0.64567E+01      982.00
  0.29902E+00  0.41656E+03    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14927E+03  0.12686E+03 -0.27612E+03 -0.37238E+01 -0.21520E+02 -0.74468E+01      982.00
  0.32388E+00  0.43365E+03    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15350E+03  0.13377E+03 -0.28727E+03 -0.39354E+01 -0.24684E+02 -0.82903E+01      982.00
  0.34872E+00  0.44768E+03    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15659E+03  0.13984E+03 -0.29643E+03 -0.39296E+01 -0.27216E+02 -0.88091E+01      982.00
  0.37355E+00  0.45879E+03    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15876E+03  0.14499E+03 -0.30375E+03 -0.38658E+01 -0.28720E+02 -0.87334E+01      982.00
  0.39838E+00  0.46831E+03    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16055E+03  0.14953E+03 -0.31008E+03 -0.36935E+01 -0.29645E+02 -0.85549E+01      982.00
